conversationId	turnNumber	sentenceNumber	utteranceId	utterance	slot-labels	intent
b03a5c39-dfad-4057-a3f0-aab2c78b2858	10	0	<CONV>b03a5c39-dfad-4057-a3f0-aab2c78b2858<TURN>10<SENT>0	ok	O	confirmation
b03a5c39-dfad-4057-a3f0-aab2c78b2858	12	0	<CONV>b03a5c39-dfad-4057-a3f0-aab2c78b2858<TURN>12<SENT>0	nothing	O	rejection
e3786fc5-ef6f-4535-ad09-783e24c93a9c	0	0	<CONV>e3786fc5-ef6f-4535-ad09-783e24c93a9c<TURN>0<SENT>0	hi	O	openinggreeting
e3786fc5-ef6f-4535-ad09-783e24c93a9c	4	0	<CONV>e3786fc5-ef6f-4535-ad09-783e24c93a9c<TURN>4<SENT>0	city delware	O current_city	contentonly
e3786fc5-ef6f-4535-ad09-783e24c93a9c	6	0	<CONV>e3786fc5-ef6f-4535-ad09-783e24c93a9c<TURN>6<SENT>0	pin 23457	O O	contentonly
e3786fc5-ef6f-4535-ad09-783e24c93a9c	7	0	<CONV>e3786fc5-ef6f-4535-ad09-783e24c93a9c<TURN>7<SENT>0	5 gb paln	datacategoryvalues datacategoryvalues O	contentonly
e3786fc5-ef6f-4535-ad09-783e24c93a9c	9	0	<CONV>e3786fc5-ef6f-4535-ad09-783e24c93a9c<TURN>9<SENT>0	ok	O	confirmation
e3786fc5-ef6f-4535-ad09-783e24c93a9c	11	0	<CONV>e3786fc5-ef6f-4535-ad09-783e24c93a9c<TURN>11<SENT>0	no	O	rejection
e3786fc5-ef6f-4535-ad09-783e24c93a9c	12	0	<CONV>e3786fc5-ef6f-4535-ad09-783e24c93a9c<TURN>12<SENT>0	thank you so much	O O O O	thankyou
c03acc14-2f4f-4462-8d3d-90f42243fa5d	0	0	<CONV>c03acc14-2f4f-4462-8d3d-90f42243fa5d<TURN>0<SENT>0	hai	O	openinggreeting
c03acc14-2f4f-4462-8d3d-90f42243fa5d	2	0	<CONV>c03acc14-2f4f-4462-8d3d-90f42243fa5d<TURN>2<SENT>0	i want new cable service	O O O service_type O	startserviceintent
c03acc14-2f4f-4462-8d3d-90f42243fa5d	4	0	<CONV>c03acc14-2f4f-4462-8d3d-90f42243fa5d<TURN>4<SENT>0	my city name chennai and zip code 963741	O O O current_city O O O current_zipcode	contentonly
c03acc14-2f4f-4462-8d3d-90f42243fa5d	5	0	<CONV>c03acc14-2f4f-4462-8d3d-90f42243fa5d<TURN>5<SENT>0	please check your connect	O O O O	outofdomain
c03acc14-2f4f-4462-8d3d-90f42243fa5d	7	0	<CONV>c03acc14-2f4f-4462-8d3d-90f42243fa5d<TURN>7<SENT>0	5 gb	datacategoryvalues datacategoryvalues	contentonly
c03acc14-2f4f-4462-8d3d-90f42243fa5d	9	0	<CONV>c03acc14-2f4f-4462-8d3d-90f42243fa5d<TURN>9<SENT>0	okay	O	confirmation
c03acc14-2f4f-4462-8d3d-90f42243fa5d	11	0	<CONV>c03acc14-2f4f-4462-8d3d-90f42243fa5d<TURN>11<SENT>0	okay	O	confirmation
c03acc14-2f4f-4462-8d3d-90f42243fa5d	13	0	<CONV>c03acc14-2f4f-4462-8d3d-90f42243fa5d<TURN>13<SENT>0	nothanks	O	rejection
e24a1279-dda7-47d9-8502-677c1314810c	0	0	<CONV>e24a1279-dda7-47d9-8502-677c1314810c<TURN>0<SENT>0	i need internet	O O service_type	startserviceintent
e24a1279-dda7-47d9-8502-677c1314810c	3	0	<CONV>e24a1279-dda7-47d9-8502-677c1314810c<TURN>3<SENT>0	panruti 36566	current_city current_zipcode	contentonly
e24a1279-dda7-47d9-8502-677c1314810c	5	0	<CONV>e24a1279-dda7-47d9-8502-677c1314810c<TURN>5<SENT>0	10	datacategoryvalues	contentonly
e24a1279-dda7-47d9-8502-677c1314810c	7	0	<CONV>e24a1279-dda7-47d9-8502-677c1314810c<TURN>7<SENT>0	yes ok	O O	confirmation
e24a1279-dda7-47d9-8502-677c1314810c	9	0	<CONV>e24a1279-dda7-47d9-8502-677c1314810c<TURN>9<SENT>0	no thannks	O O	rejection
1020fc88-4ccf-4669-b8ef-0465c515f4c2	0	0	<CONV>1020fc88-4ccf-4669-b8ef-0465c515f4c2<TURN>0<SENT>0	higud mrng	O O	openinggreeting
1020fc88-4ccf-4669-b8ef-0465c515f4c2	2	0	<CONV>1020fc88-4ccf-4669-b8ef-0465c515f4c2<TURN>2<SENT>0	need to purchase a cable servicecan u	O O O O service_type O O	startserviceintent
1020fc88-4ccf-4669-b8ef-0465c515f4c2	4	0	<CONV>1020fc88-4ccf-4669-b8ef-0465c515f4c2<TURN>4<SENT>0	miami 33127	current_city current_zipcode	contentonly
1020fc88-4ccf-4669-b8ef-0465c515f4c2	6	0	<CONV>1020fc88-4ccf-4669-b8ef-0465c515f4c2<TURN>6<SENT>0	need 5 gb alone	O datacategoryvalues datacategoryvalues O	contentonly
1020fc88-4ccf-4669-b8ef-0465c515f4c2	8	0	<CONV>1020fc88-4ccf-4669-b8ef-0465c515f4c2<TURN>8<SENT>0	sure	O	confirmation
1020fc88-4ccf-4669-b8ef-0465c515f4c2	10	0	<CONV>1020fc88-4ccf-4669-b8ef-0465c515f4c2<TURN>10<SENT>0	thank you so much	O O O O	thankyou
1020fc88-4ccf-4669-b8ef-0465c515f4c2	12	0	<CONV>1020fc88-4ccf-4669-b8ef-0465c515f4c2<TURN>12<SENT>0	yessure	O	confirmation
f750bc67-fb2d-4570-87d5-15ebf55689d5	1	0	<CONV>f750bc67-fb2d-4570-87d5-15ebf55689d5<TURN>1<SENT>0	hi	O	openinggreeting
f750bc67-fb2d-4570-87d5-15ebf55689d5	2	0	<CONV>f750bc67-fb2d-4570-87d5-15ebf55689d5<TURN>2<SENT>0	i want to purchase internet	O O O O service_type	startserviceintent
f750bc67-fb2d-4570-87d5-15ebf55689d5	4	0	<CONV>f750bc67-fb2d-4570-87d5-15ebf55689d5<TURN>4<SENT>0	goa 102896	O current_zipcode	contentonly
f750bc67-fb2d-4570-87d5-15ebf55689d5	6	0	<CONV>f750bc67-fb2d-4570-87d5-15ebf55689d5<TURN>6<SENT>0	10 gb	datacategoryvalues datacategoryvalues	contentonly
f750bc67-fb2d-4570-87d5-15ebf55689d5	8	0	<CONV>f750bc67-fb2d-4570-87d5-15ebf55689d5<TURN>8<SENT>0	yes	O	confirmation
f750bc67-fb2d-4570-87d5-15ebf55689d5	10	0	<CONV>f750bc67-fb2d-4570-87d5-15ebf55689d5<TURN>10<SENT>0	nothing else	O O	rejection
2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63	0	0	<CONV>2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63<TURN>0<SENT>0	hi	O	openinggreeting
2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63	2	0	<CONV>2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63<TURN>2<SENT>0	i want to purchase internet	O O O O service_type	startserviceintent
2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63	4	0	<CONV>2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63<TURN>4<SENT>0	kochi 456321	current_city current_zipcode	contentonly
2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63	6	0	<CONV>2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63<TURN>6<SENT>0	5 gb	datacategoryvalues datacategoryvalues	contentonly
2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63	8	0	<CONV>2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63<TURN>8<SENT>0	ok	O	confirmation
2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63	10	0	<CONV>2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63<TURN>10<SENT>0	ok	O	confirmation
2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63	12	0	<CONV>2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63<TURN>12<SENT>0	nothing else	O O	rejection
6a6569a6-bec5-4b68-adea-9f2173f1133e	1	0	<CONV>6a6569a6-bec5-4b68-adea-9f2173f1133e<TURN>1<SENT>0	hi	O	contentonly
6a6569a6-bec5-4b68-adea-9f2173f1133e	2	0	<CONV>6a6569a6-bec5-4b68-adea-9f2173f1133e<TURN>2<SENT>0	i want to purchase internet	O O O O service_type	startserviceintent
6a6569a6-bec5-4b68-adea-9f2173f1133e	4	0	<CONV>6a6569a6-bec5-4b68-adea-9f2173f1133e<TURN>4<SENT>0	kochi 025896	current_city current_zipcode	contentonly
6a6569a6-bec5-4b68-adea-9f2173f1133e	6	0	<CONV>6a6569a6-bec5-4b68-adea-9f2173f1133e<TURN>6<SENT>0	5 gb	datacategoryvalues datacategoryvalues	contentonly
6a6569a6-bec5-4b68-adea-9f2173f1133e	8	0	<CONV>6a6569a6-bec5-4b68-adea-9f2173f1133e<TURN>8<SENT>0	ok	O	confirmation
6a6569a6-bec5-4b68-adea-9f2173f1133e	10	0	<CONV>6a6569a6-bec5-4b68-adea-9f2173f1133e<TURN>10<SENT>0	nothing else	O O	rejection
78e69a2e-a5d1-4385-9730-881778c84c14	1	0	<CONV>78e69a2e-a5d1-4385-9730-881778c84c14<TURN>1<SENT>0	hi	O	openinggreeting
78e69a2e-a5d1-4385-9730-881778c84c14	4	0	<CONV>78e69a2e-a5d1-4385-9730-881778c84c14<TURN>4<SENT>0	hyderabad 125452	current_city current_zipcode	contentonly
78e69a2e-a5d1-4385-9730-881778c84c14	6	0	<CONV>78e69a2e-a5d1-4385-9730-881778c84c14<TURN>6<SENT>0	5 gb plan i like	datacategoryvalues datacategoryvalues O O O	contentonly
78e69a2e-a5d1-4385-9730-881778c84c14	8	0	<CONV>78e69a2e-a5d1-4385-9730-881778c84c14<TURN>8<SENT>0	ok sure	O O	confirmation
78e69a2e-a5d1-4385-9730-881778c84c14	10	0	<CONV>78e69a2e-a5d1-4385-9730-881778c84c14<TURN>10<SENT>0	nothing else thank you	O O O O	rejection
164dbad1-2d9d-48db-823b-f92a666cdb2c	0	0	<CONV>164dbad1-2d9d-48db-823b-f92a666cdb2c<TURN>0<SENT>0	hai	O	openinggreeting
164dbad1-2d9d-48db-823b-f92a666cdb2c	2	0	<CONV>164dbad1-2d9d-48db-823b-f92a666cdb2c<TURN>2<SENT>0	i want to purchase new cable	O O O O O service_type	startserviceintent
164dbad1-2d9d-48db-823b-f92a666cdb2c	4	0	<CONV>164dbad1-2d9d-48db-823b-f92a666cdb2c<TURN>4<SENT>0	city seattle zip code is 98104	O current_city O O O current_zipcode	contentonly
164dbad1-2d9d-48db-823b-f92a666cdb2c	6	0	<CONV>164dbad1-2d9d-48db-823b-f92a666cdb2c<TURN>6<SENT>0	i want to 1 gp plan	O O O datacategoryvalues datacategoryvalues O	contentonly
164dbad1-2d9d-48db-823b-f92a666cdb2c	8	0	<CONV>164dbad1-2d9d-48db-823b-f92a666cdb2c<TURN>8<SENT>0	ok no thanks	O O O	rejection
14e78705-a12d-4ece-a67a-e85151f3514f	0	0	<CONV>14e78705-a12d-4ece-a67a-e85151f3514f<TURN>0<SENT>0	hi	O	openinggreeting
14e78705-a12d-4ece-a67a-e85151f3514f	2	0	<CONV>14e78705-a12d-4ece-a67a-e85151f3514f<TURN>2<SENT>0	i want to purchase internet	O O O O service_type	startserviceintent
14e78705-a12d-4ece-a67a-e85151f3514f	4	0	<CONV>14e78705-a12d-4ece-a67a-e85151f3514f<TURN>4<SENT>0	mumbai 142545	current_city current_zipcode	contentonly
14e78705-a12d-4ece-a67a-e85151f3514f	6	0	<CONV>14e78705-a12d-4ece-a67a-e85151f3514f<TURN>6<SENT>0	5 gb plan	datacategoryvalues datacategoryvalues O	contentonly
14e78705-a12d-4ece-a67a-e85151f3514f	8	0	<CONV>14e78705-a12d-4ece-a67a-e85151f3514f<TURN>8<SENT>0	nothing else thank you	O O O O	rejection
14e78705-a12d-4ece-a67a-e85151f3514f	10	0	<CONV>14e78705-a12d-4ece-a67a-e85151f3514f<TURN>10<SENT>0	ok sure	O O	confirmation
14e78705-a12d-4ece-a67a-e85151f3514f	12	0	<CONV>14e78705-a12d-4ece-a67a-e85151f3514f<TURN>12<SENT>0	ok thank you so much	O O O O O	confirmation
14e78705-a12d-4ece-a67a-e85151f3514f	14	0	<CONV>14e78705-a12d-4ece-a67a-e85151f3514f<TURN>14<SENT>0	nothing else bye	O O O	rejection
8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3	1	0	<CONV>8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3<TURN>1<SENT>0	hai	O	openinggreeting
8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3	2	0	<CONV>8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3<TURN>2<SENT>0	i want sign up for new service	O O O O O O O	startserviceintent
8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3	4	0	<CONV>8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3<TURN>4<SENT>0	florida and zipcode is 500003	current_city O O O current_zipcode	contentonly
8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3	6	0	<CONV>8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3<TURN>6<SENT>0	i will prefer 5 gb for internet service	O O O datacategoryvalues datacategoryvalues O service_type O	contentonly
8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3	8	0	<CONV>8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3<TURN>8<SENT>0	yes conform	O O	confirmation
8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3	10	0	<CONV>8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3<TURN>10<SENT>0	okmay i know the cost of other data plans	O O O O O O O O O	getinformationintent
8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3	12	0	<CONV>8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3<TURN>12<SENT>0	ok thank you so much	O O O O O	confirmation
8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3	14	0	<CONV>8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3<TURN>14<SENT>0	nothing elsebye	O O	rejection
f7d2494b-e9cd-4e5b-9ce7-c74e2b33febb	0	0	<CONV>f7d2494b-e9cd-4e5b-9ce7-c74e2b33febb<TURN>0<SENT>0	hello	O	openinggreeting
f7d2494b-e9cd-4e5b-9ce7-c74e2b33febb	4	0	<CONV>f7d2494b-e9cd-4e5b-9ce7-c74e2b33febb<TURN>4<SENT>0	bridgeville pa 15017	current_city O current_zipcode	contentonly
f7d2494b-e9cd-4e5b-9ce7-c74e2b33febb	6	0	<CONV>f7d2494b-e9cd-4e5b-9ce7-c74e2b33febb<TURN>6<SENT>0	10 gb	datacategoryvalues datacategoryvalues	contentonly
f7d2494b-e9cd-4e5b-9ce7-c74e2b33febb	8	0	<CONV>f7d2494b-e9cd-4e5b-9ce7-c74e2b33febb<TURN>8<SENT>0	internet connection	service_type O	startserviceintent
f7d2494b-e9cd-4e5b-9ce7-c74e2b33febb	11	0	<CONV>f7d2494b-e9cd-4e5b-9ce7-c74e2b33febb<TURN>11<SENT>0	thank u	O O	thankyou
91377f8b-34f1-4dba-8391-026ac3e51ffa	0	0	<CONV>91377f8b-34f1-4dba-8391-026ac3e51ffa<TURN>0<SENT>0	hi	O	openinggreeting
91377f8b-34f1-4dba-8391-026ac3e51ffa	1	0	<CONV>91377f8b-34f1-4dba-8391-026ac3e51ffa<TURN>1<SENT>0	i want to purchase internet	O O O O service_type	startserviceintent
91377f8b-34f1-4dba-8391-026ac3e51ffa	3	0	<CONV>91377f8b-34f1-4dba-8391-026ac3e51ffa<TURN>3<SENT>0	goa 105897	current_city current_zipcode	contentonly
91377f8b-34f1-4dba-8391-026ac3e51ffa	5	0	<CONV>91377f8b-34f1-4dba-8391-026ac3e51ffa<TURN>5<SENT>0	5 gb	datacategoryvalues datacategoryvalues	contentonly
91377f8b-34f1-4dba-8391-026ac3e51ffa	7	0	<CONV>91377f8b-34f1-4dba-8391-026ac3e51ffa<TURN>7<SENT>0	ok	O	confirmation
91377f8b-34f1-4dba-8391-026ac3e51ffa	11	0	<CONV>91377f8b-34f1-4dba-8391-026ac3e51ffa<TURN>11<SENT>0	nothing else	O O	rejection
31ea4c14-0469-4355-9433-cc2f796d46bf	0	0	<CONV>31ea4c14-0469-4355-9433-cc2f796d46bf<TURN>0<SENT>0	hi	O	openinggreeting
31ea4c14-0469-4355-9433-cc2f796d46bf	1	0	<CONV>31ea4c14-0469-4355-9433-cc2f796d46bf<TURN>1<SENT>0	hi	O	openinggreeting
31ea4c14-0469-4355-9433-cc2f796d46bf	3	0	<CONV>31ea4c14-0469-4355-9433-cc2f796d46bf<TURN>3<SENT>0	i would like to start new cable service	O O O O O O service_type O	startserviceintent
31ea4c14-0469-4355-9433-cc2f796d46bf	5	0	<CONV>31ea4c14-0469-4355-9433-cc2f796d46bf<TURN>5<SENT>0	90093 los angeles	current_zipcode current_city current_city	contentonly
31ea4c14-0469-4355-9433-cc2f796d46bf	7	0	<CONV>31ea4c14-0469-4355-9433-cc2f796d46bf<TURN>7<SENT>0	willing to purchase internet and cable	O O O service_type O service_type	startserviceintent
31ea4c14-0469-4355-9433-cc2f796d46bf	9	0	<CONV>31ea4c14-0469-4355-9433-cc2f796d46bf<TURN>9<SENT>0	10 gb plan	datacategoryvalues datacategoryvalues O	contentonly
31ea4c14-0469-4355-9433-cc2f796d46bf	13	0	<CONV>31ea4c14-0469-4355-9433-cc2f796d46bf<TURN>13<SENT>0	thank you	O O	thankyou
1e5ff505-0f2f-4735-ae9f-f42aaaa01e82	1	0	<CONV>1e5ff505-0f2f-4735-ae9f-f42aaaa01e82<TURN>1<SENT>0	good morning jesse	O O O	openinggreeting
1e5ff505-0f2f-4735-ae9f-f42aaaa01e82	3	0	<CONV>1e5ff505-0f2f-4735-ae9f-f42aaaa01e82<TURN>3<SENT>0	beverly hills ca	current_city current_city O	contentonly
1e5ff505-0f2f-4735-ae9f-f42aaaa01e82	4	0	<CONV>1e5ff505-0f2f-4735-ae9f-f42aaaa01e82<TURN>4<SENT>0	my zip is 90210	O O O current_zipcode	contentonly
1e5ff505-0f2f-4735-ae9f-f42aaaa01e82	6	0	<CONV>1e5ff505-0f2f-4735-ae9f-f42aaaa01e82<TURN>6<SENT>0	which do you recommend for standard daily use	O O O O O O O O	getinformationintent
1e5ff505-0f2f-4735-ae9f-f42aaaa01e82	8	0	<CONV>1e5ff505-0f2f-4735-ae9f-f42aaaa01e82<TURN>8<SENT>0	ok jesse thanks for the help	O O O O O O	thankyou
1e5ff505-0f2f-4735-ae9f-f42aaaa01e82	8	1	<CONV>1e5ff505-0f2f-4735-ae9f-f42aaaa01e82<TURN>8<SENT>1	i will buy the 10 gb	O O O O datacategoryvalues datacategoryvalues	contentonly
1e5ff505-0f2f-4735-ae9f-f42aaaa01e82	10	0	<CONV>1e5ff505-0f2f-4735-ae9f-f42aaaa01e82<TURN>10<SENT>0	ok	O	thankyou
1e5ff505-0f2f-4735-ae9f-f42aaaa01e82	12	0	<CONV>1e5ff505-0f2f-4735-ae9f-f42aaaa01e82<TURN>12<SENT>0	thank you for all of your help jesse	O O O O O O O O	thankyou
1e5ff505-0f2f-4735-ae9f-f42aaaa01e82	14	0	<CONV>1e5ff505-0f2f-4735-ae9f-f42aaaa01e82<TURN>14<SENT>0	no thank you	O O O	rejection
47de24d0-bdf0-48bb-8dc3-1ff2229fd48e	0	0	<CONV>47de24d0-bdf0-48bb-8dc3-1ff2229fd48e<TURN>0<SENT>0	hai	O	openinggreeting
47de24d0-bdf0-48bb-8dc3-1ff2229fd48e	4	0	<CONV>47de24d0-bdf0-48bb-8dc3-1ff2229fd48e<TURN>4<SENT>0	ok sir	O O	confirmation
47de24d0-bdf0-48bb-8dc3-1ff2229fd48e	6	0	<CONV>47de24d0-bdf0-48bb-8dc3-1ff2229fd48e<TURN>6<SENT>0	ok sir	O O	confirmation
47de24d0-bdf0-48bb-8dc3-1ff2229fd48e	8	0	<CONV>47de24d0-bdf0-48bb-8dc3-1ff2229fd48e<TURN>8<SENT>0	sorry	O	outofdomain
47de24d0-bdf0-48bb-8dc3-1ff2229fd48e	10	0	<CONV>47de24d0-bdf0-48bb-8dc3-1ff2229fd48e<TURN>10<SENT>0	only cable service	O service_type O	contentonly
47de24d0-bdf0-48bb-8dc3-1ff2229fd48e	12	0	<CONV>47de24d0-bdf0-48bb-8dc3-1ff2229fd48e<TURN>12<SENT>0	city madurai zipcode 625106	O current_city O current_zipcode	contentonly
47de24d0-bdf0-48bb-8dc3-1ff2229fd48e	14	0	<CONV>47de24d0-bdf0-48bb-8dc3-1ff2229fd48e<TURN>14<SENT>0	only 5 gb	O datacategoryvalues datacategoryvalues	contentonly
47de24d0-bdf0-48bb-8dc3-1ff2229fd48e	18	0	<CONV>47de24d0-bdf0-48bb-8dc3-1ff2229fd48e<TURN>18<SENT>0	no thanks	O O	rejection
b1d0bfac-166a-415f-9659-17ab0239698f	0	0	<CONV>b1d0bfac-166a-415f-9659-17ab0239698f<TURN>0<SENT>0	hi	O	openinggreeting
