conversationId	turnNumber	sentenceNumber	utteranceId	utterance	slot-labels	intent
17abe74f-5cae-4141-9686-2f65ee63cdfe	17	0	<CONV>17abe74f-5cae-4141-9686-2f65ee63cdfe<TURN>17<SENT>0	3	quantity	contentonly
17abe74f-5cae-4141-9686-2f65ee63cdfe	19	0	<CONV>17abe74f-5cae-4141-9686-2f65ee63cdfe<TURN>19<SENT>0	nothing	O	rejection
4e23255d-f1e1-4a7a-80cc-817b878c62a9	0	0	<CONV>4e23255d-f1e1-4a7a-80cc-817b878c62a9<TURN>0<SENT>0	hai	O	openinggreeting
4e23255d-f1e1-4a7a-80cc-817b878c62a9	2	0	<CONV>4e23255d-f1e1-4a7a-80cc-817b878c62a9<TURN>2<SENT>0	i want to order keyboards	O O O O item_name	startorder
4e23255d-f1e1-4a7a-80cc-817b878c62a9	4	0	<CONV>4e23255d-f1e1-4a7a-80cc-817b878c62a9<TURN>4<SENT>0	musically	company_name	contentonly
4e23255d-f1e1-4a7a-80cc-817b878c62a9	5	0	<CONV>4e23255d-f1e1-4a7a-80cc-817b878c62a9<TURN>5<SENT>0	6189663816	password	contentonly
4e23255d-f1e1-4a7a-80cc-817b878c62a9	7	0	<CONV>4e23255d-f1e1-4a7a-80cc-817b878c62a9<TURN>7<SENT>0	psrew 410	item_code item_code	contentonly
4e23255d-f1e1-4a7a-80cc-817b878c62a9	9	0	<CONV>4e23255d-f1e1-4a7a-80cc-817b878c62a9<TURN>9<SENT>0	4	quantity	contentonly
4e23255d-f1e1-4a7a-80cc-817b878c62a9	11	0	<CONV>4e23255d-f1e1-4a7a-80cc-817b878c62a9<TURN>11<SENT>0	okno thanks	O O	rejection
ed848499-8dfd-4302-b26c-fdef951659ef	0	0	<CONV>ed848499-8dfd-4302-b26c-fdef951659ef<TURN>0<SENT>0	hai	O	openinggreeting
ed848499-8dfd-4302-b26c-fdef951659ef	2	0	<CONV>ed848499-8dfd-4302-b26c-fdef951659ef<TURN>2<SENT>0	i can set up new recurring orders	O O O O O O O	changeorder
ed848499-8dfd-4302-b26c-fdef951659ef	4	0	<CONV>ed848499-8dfd-4302-b26c-fdef951659ef<TURN>4<SENT>0	name mesh password shme 546	O name O password password	contentonly
ed848499-8dfd-4302-b26c-fdef951659ef	6	0	<CONV>ed848499-8dfd-4302-b26c-fdef951659ef<TURN>6<SENT>0	psrw 400 keyboards quantity 1	O O O O quantity	contentonly
ed848499-8dfd-4302-b26c-fdef951659ef	8	0	<CONV>ed848499-8dfd-4302-b26c-fdef951659ef<TURN>8<SENT>0	yeah confirm	O O	confirmation
ed848499-8dfd-4302-b26c-fdef951659ef	10	0	<CONV>ed848499-8dfd-4302-b26c-fdef951659ef<TURN>10<SENT>0	no	O	rejection
745d569f-425b-4d31-a6bc-65d3683c5479	0	0	<CONV>745d569f-425b-4d31-a6bc-65d3683c5479<TURN>0<SENT>0	hai	O	openinggreeting
745d569f-425b-4d31-a6bc-65d3683c5479	2	0	<CONV>745d569f-425b-4d31-a6bc-65d3683c5479<TURN>2<SENT>0	need a set of keyboard	O O O O item_name	startorder
745d569f-425b-4d31-a6bc-65d3683c5479	4	0	<CONV>745d569f-425b-4d31-a6bc-65d3683c5479<TURN>4<SENT>0	bcc	company_name	contentonly
745d569f-425b-4d31-a6bc-65d3683c5479	5	0	<CONV>745d569f-425b-4d31-a6bc-65d3683c5479<TURN>5<SENT>0	1189	password	contentonly
745d569f-425b-4d31-a6bc-65d3683c5479	8	0	<CONV>745d569f-425b-4d31-a6bc-65d3683c5479<TURN>8<SENT>0	10	quantity	contentonly
745d569f-425b-4d31-a6bc-65d3683c5479	10	0	<CONV>745d569f-425b-4d31-a6bc-65d3683c5479<TURN>10<SENT>0	thank you	O O	thankyou
745d569f-425b-4d31-a6bc-65d3683c5479	11	0	<CONV>745d569f-425b-4d31-a6bc-65d3683c5479<TURN>11<SENT>0	yes	O	confirmation
745d569f-425b-4d31-a6bc-65d3683c5479	13	0	<CONV>745d569f-425b-4d31-a6bc-65d3683c5479<TURN>13<SENT>0	bye	O	closinggreeting
9c7e1987-070a-4325-9e45-be646b2e2621	0	0	<CONV>9c7e1987-070a-4325-9e45-be646b2e2621<TURN>0<SENT>0	hai	O	openinggreeting
9c7e1987-070a-4325-9e45-be646b2e2621	2	0	<CONV>9c7e1987-070a-4325-9e45-be646b2e2621<TURN>2<SENT>0	i want a keyboard models	O O O item_name O	contentonly
9c7e1987-070a-4325-9e45-be646b2e2621	4	0	<CONV>9c7e1987-070a-4325-9e45-be646b2e2621<TURN>4<SENT>0	yamaha	company_name	contentonly
9c7e1987-070a-4325-9e45-be646b2e2621	5	0	<CONV>9c7e1987-070a-4325-9e45-be646b2e2621<TURN>5<SENT>0	8522158	password	contentonly
9c7e1987-070a-4325-9e45-be646b2e2621	7	0	<CONV>9c7e1987-070a-4325-9e45-be646b2e2621<TURN>7<SENT>0	psr ew 410	O O order_number	contentonly
9c7e1987-070a-4325-9e45-be646b2e2621	9	0	<CONV>9c7e1987-070a-4325-9e45-be646b2e2621<TURN>9<SENT>0	2	quantity	contentonly
9c7e1987-070a-4325-9e45-be646b2e2621	11	0	<CONV>9c7e1987-070a-4325-9e45-be646b2e2621<TURN>11<SENT>0	no thanks	O O	rejection
9c7e1987-070a-4325-9e45-be646b2e2621	13	0	<CONV>9c7e1987-070a-4325-9e45-be646b2e2621<TURN>13<SENT>0	bye	O	closinggreeting
2b154450-2909-41b1-95b9-6c02e028a4f5	0	0	<CONV>2b154450-2909-41b1-95b9-6c02e028a4f5<TURN>0<SENT>0	hi	O	openinggreeting
2b154450-2909-41b1-95b9-6c02e028a4f5	5	0	<CONV>2b154450-2909-41b1-95b9-6c02e028a4f5<TURN>5<SENT>0	sam 1234	name password	contentonly
2b154450-2909-41b1-95b9-6c02e028a4f5	7	0	<CONV>2b154450-2909-41b1-95b9-6c02e028a4f5<TURN>7<SENT>0	1000	cost	contentonly
2b154450-2909-41b1-95b9-6c02e028a4f5	9	0	<CONV>2b154450-2909-41b1-95b9-6c02e028a4f5<TURN>9<SENT>0	yes	O	confirmation
2b154450-2909-41b1-95b9-6c02e028a4f5	11	0	<CONV>2b154450-2909-41b1-95b9-6c02e028a4f5<TURN>11<SENT>0	robert	name	contentonly
2b154450-2909-41b1-95b9-6c02e028a4f5	13	0	<CONV>2b154450-2909-41b1-95b9-6c02e028a4f5<TURN>13<SENT>0	ok	O	confirmation
2b154450-2909-41b1-95b9-6c02e028a4f5	15	0	<CONV>2b154450-2909-41b1-95b9-6c02e028a4f5<TURN>15<SENT>0	i am waiting	O O O	outofdomain
2b154450-2909-41b1-95b9-6c02e028a4f5	18	0	<CONV>2b154450-2909-41b1-95b9-6c02e028a4f5<TURN>18<SENT>0	nothing	O	rejection
2b154450-2909-41b1-95b9-6c02e028a4f5	20	0	<CONV>2b154450-2909-41b1-95b9-6c02e028a4f5<TURN>20<SENT>0	thank you have nice day	O O O O O	thankyou
0c8cdd34-fd6b-429b-a0c5-8161cd5a0821	0	0	<CONV>0c8cdd34-fd6b-429b-a0c5-8161cd5a0821<TURN>0<SENT>0	hi	O	openinggreeting
0c8cdd34-fd6b-429b-a0c5-8161cd5a0821	4	0	<CONV>0c8cdd34-fd6b-429b-a0c5-8161cd5a0821<TURN>4<SENT>0	pratrhik and password is never	O O O O password	contentonly
0c8cdd34-fd6b-429b-a0c5-8161cd5a0821	7	0	<CONV>0c8cdd34-fd6b-429b-a0c5-8161cd5a0821<TURN>7<SENT>0	travel amount is 50 room amount is 20 and food amount is 40	O O O cost O O O cost O O O O cost	contentonly
0c8cdd34-fd6b-429b-a0c5-8161cd5a0821	9	0	<CONV>0c8cdd34-fd6b-429b-a0c5-8161cd5a0821<TURN>9<SENT>0	no thanks	O O	rejection
0c8cdd34-fd6b-429b-a0c5-8161cd5a0821	10	0	<CONV>0c8cdd34-fd6b-429b-a0c5-8161cd5a0821<TURN>10<SENT>0	goodbye	O	closinggreeting
434a2830-dc2e-4639-9704-90986d002ff1	0	0	<CONV>434a2830-dc2e-4639-9704-90986d002ff1<TURN>0<SENT>0	hi	O	openinggreeting
434a2830-dc2e-4639-9704-90986d002ff1	4	0	<CONV>434a2830-dc2e-4639-9704-90986d002ff1<TURN>4<SENT>0	name and siva password 3597	O O O O password	contentonly
434a2830-dc2e-4639-9704-90986d002ff1	6	0	<CONV>434a2830-dc2e-4639-9704-90986d002ff1<TURN>6<SENT>0	my 120	O cost	contentonly
434a2830-dc2e-4639-9704-90986d002ff1	8	0	<CONV>434a2830-dc2e-4639-9704-90986d002ff1<TURN>8<SENT>0	flights 50 hotels 40 food 10	O cost O cost O cost	contentonly
434a2830-dc2e-4639-9704-90986d002ff1	10	0	<CONV>434a2830-dc2e-4639-9704-90986d002ff1<TURN>10<SENT>0	ok	O	confirmation
f807399d-fef6-40cc-9b79-16785ed66afb	0	0	<CONV>f807399d-fef6-40cc-9b79-16785ed66afb<TURN>0<SENT>0	hello	O	openinggreeting
f807399d-fef6-40cc-9b79-16785ed66afb	2	0	<CONV>f807399d-fef6-40cc-9b79-16785ed66afb<TURN>2<SENT>0	my computer software skype in not working	O O O software_name O O O	reportbrokensoftware
f807399d-fef6-40cc-9b79-16785ed66afb	4	0	<CONV>f807399d-fef6-40cc-9b79-16785ed66afb<TURN>4<SENT>0	kumar 2541	name account_number	contentonly
f807399d-fef6-40cc-9b79-16785ed66afb	6	0	<CONV>f807399d-fef6-40cc-9b79-16785ed66afb<TURN>6<SENT>0	kumar mathiyalagan company ltd	company_name company_name O company_name	contentonly
f807399d-fef6-40cc-9b79-16785ed66afb	8	0	<CONV>f807399d-fef6-40cc-9b79-16785ed66afb<TURN>8<SENT>0	okay	O	confirmation
f807399d-fef6-40cc-9b79-16785ed66afb	10	0	<CONV>f807399d-fef6-40cc-9b79-16785ed66afb<TURN>10<SENT>0	yes	O	confirmation
f807399d-fef6-40cc-9b79-16785ed66afb	12	0	<CONV>f807399d-fef6-40cc-9b79-16785ed66afb<TURN>12<SENT>0	okay	O	confirmation
f807399d-fef6-40cc-9b79-16785ed66afb	13	0	<CONV>f807399d-fef6-40cc-9b79-16785ed66afb<TURN>13<SENT>0	nothing	O	rejection
f0791b62-a0f8-4819-806e-3a8ac5a4f828	0	0	<CONV>f0791b62-a0f8-4819-806e-3a8ac5a4f828<TURN>0<SENT>0	hi good evening	O O O	openinggreeting
f0791b62-a0f8-4819-806e-3a8ac5a4f828	2	0	<CONV>f0791b62-a0f8-4819-806e-3a8ac5a4f828<TURN>2<SENT>0	i need psre 253 keyboard	O O item_code item_code O	startorder
f0791b62-a0f8-4819-806e-3a8ac5a4f828	4	0	<CONV>f0791b62-a0f8-4819-806e-3a8ac5a4f828<TURN>4<SENT>0	hcl pswd 7895	company_name O password	contentonly
f0791b62-a0f8-4819-806e-3a8ac5a4f828	6	0	<CONV>f0791b62-a0f8-4819-806e-3a8ac5a4f828<TURN>6<SENT>0	quantity 2	O quantity	contentonly
f0791b62-a0f8-4819-806e-3a8ac5a4f828	8	0	<CONV>f0791b62-a0f8-4819-806e-3a8ac5a4f828<TURN>8<SENT>0	ok	O	confirmation
f0791b62-a0f8-4819-806e-3a8ac5a4f828	10	0	<CONV>f0791b62-a0f8-4819-806e-3a8ac5a4f828<TURN>10<SENT>0	nothing else	O O	rejection
f0791b62-a0f8-4819-806e-3a8ac5a4f828	12	0	<CONV>f0791b62-a0f8-4819-806e-3a8ac5a4f828<TURN>12<SENT>0	bye	O	closinggreeting
8c89bc34-99d5-407c-8a82-84ae1e8dd475	0	0	<CONV>8c89bc34-99d5-407c-8a82-84ae1e8dd475<TURN>0<SENT>0	hai	O	openinggreeting
8c89bc34-99d5-407c-8a82-84ae1e8dd475	2	0	<CONV>8c89bc34-99d5-407c-8a82-84ae1e8dd475<TURN>2<SENT>0	dear i want yamaha musical keybord	O O O O O O	contentonly
8c89bc34-99d5-407c-8a82-84ae1e8dd475	4	0	<CONV>8c89bc34-99d5-407c-8a82-84ae1e8dd475<TURN>4<SENT>0	raj pass is 54321	company_name O O password	contentonly
8c89bc34-99d5-407c-8a82-84ae1e8dd475	6	0	<CONV>8c89bc34-99d5-407c-8a82-84ae1e8dd475<TURN>6<SENT>0	ez 220	item_code item_code	contentonly
8c89bc34-99d5-407c-8a82-84ae1e8dd475	8	0	<CONV>8c89bc34-99d5-407c-8a82-84ae1e8dd475<TURN>8<SENT>0	03 nos	quantity O	contentonly
8c89bc34-99d5-407c-8a82-84ae1e8dd475	10	0	<CONV>8c89bc34-99d5-407c-8a82-84ae1e8dd475<TURN>10<SENT>0	no nothing	O O	rejection
7ad8f642-f21e-468d-8db4-814f3542d588	1	0	<CONV>7ad8f642-f21e-468d-8db4-814f3542d588<TURN>1<SENT>0	hi	O	openinggreeting
7ad8f642-f21e-468d-8db4-814f3542d588	4	0	<CONV>7ad8f642-f21e-468d-8db4-814f3542d588<TURN>4<SENT>0	kavin	name	contentonly
7ad8f642-f21e-468d-8db4-814f3542d588	5	0	<CONV>7ad8f642-f21e-468d-8db4-814f3542d588<TURN>5<SENT>0	7707	password	contentonly
7ad8f642-f21e-468d-8db4-814f3542d588	8	0	<CONV>7ad8f642-f21e-468d-8db4-814f3542d588<TURN>8<SENT>0	15 units	quantity O	contentonly
7ad8f642-f21e-468d-8db4-814f3542d588	10	0	<CONV>7ad8f642-f21e-468d-8db4-814f3542d588<TURN>10<SENT>0	yes confirm sir	O O O	confirmation
7ad8f642-f21e-468d-8db4-814f3542d588	12	0	<CONV>7ad8f642-f21e-468d-8db4-814f3542d588<TURN>12<SENT>0	thank you so much	O O O O	thankyou
7ad8f642-f21e-468d-8db4-814f3542d588	13	0	<CONV>7ad8f642-f21e-468d-8db4-814f3542d588<TURN>13<SENT>0	nothing else	O O	rejection
8d906199-631a-423e-aaff-eacf8b80279b	0	0	<CONV>8d906199-631a-423e-aaff-eacf8b80279b<TURN>0<SENT>0	hi	O	openinggreeting
8d906199-631a-423e-aaff-eacf8b80279b	2	0	<CONV>8d906199-631a-423e-aaff-eacf8b80279b<TURN>2<SENT>0	i want to report my travel expenses to supporting agent please help me	O O O O O O O O O O O O O	outofdomain
8d906199-631a-423e-aaff-eacf8b80279b	4	0	<CONV>8d906199-631a-423e-aaff-eacf8b80279b<TURN>4<SENT>0	rakno and a 12 rt	name O password password password	contentonly
8d906199-631a-423e-aaff-eacf8b80279b	6	0	<CONV>8d906199-631a-423e-aaff-eacf8b80279b<TURN>6<SENT>0	478	cost	contentonly
8d906199-631a-423e-aaff-eacf8b80279b	7	0	<CONV>8d906199-631a-423e-aaff-eacf8b80279b<TURN>7<SENT>0	dollar	O	contentonly
8d906199-631a-423e-aaff-eacf8b80279b	9	0	<CONV>8d906199-631a-423e-aaff-eacf8b80279b<TURN>9<SENT>0	yes	O	confirmation
8d906199-631a-423e-aaff-eacf8b80279b	11	0	<CONV>8d906199-631a-423e-aaff-eacf8b80279b<TURN>11<SENT>0	okay	O	confirmation
8d906199-631a-423e-aaff-eacf8b80279b	13	0	<CONV>8d906199-631a-423e-aaff-eacf8b80279b<TURN>13<SENT>0	okay thank you	O O O	thankyou
8d906199-631a-423e-aaff-eacf8b80279b	15	0	<CONV>8d906199-631a-423e-aaff-eacf8b80279b<TURN>15<SENT>0	no	O	contentonly
8d32081e-cb1c-4cd8-ac63-bb6e694d69de	1	0	<CONV>8d32081e-cb1c-4cd8-ac63-bb6e694d69de<TURN>1<SENT>0	himy application have not working expectly	O O O O O O	reportbrokensoftware
8d32081e-cb1c-4cd8-ac63-bb6e694d69de	3	0	<CONV>8d32081e-cb1c-4cd8-ac63-bb6e694d69de<TURN>3<SENT>0	my skype application have very buffering	O software_name O O O O	reportbrokensoftware
8d32081e-cb1c-4cd8-ac63-bb6e694d69de	7	0	<CONV>8d32081e-cb1c-4cd8-ac63-bb6e694d69de<TURN>7<SENT>0	i wil reinstll my applicationnow my application have working perfectly	O O O frequency O frequency O O O O	contentonly
8d32081e-cb1c-4cd8-ac63-bb6e694d69de	9	0	<CONV>8d32081e-cb1c-4cd8-ac63-bb6e694d69de<TURN>9<SENT>0	ravi 6517	name account_number	contentonly
8d32081e-cb1c-4cd8-ac63-bb6e694d69de	11	0	<CONV>8d32081e-cb1c-4cd8-ac63-bb6e694d69de<TURN>11<SENT>0	nh solutions	company_name company_name	contentonly
8d32081e-cb1c-4cd8-ac63-bb6e694d69de	13	0	<CONV>8d32081e-cb1c-4cd8-ac63-bb6e694d69de<TURN>13<SENT>0	nothing else	O O	rejection
6db11d85-2dca-4d59-b162-2cc02caaeda4	0	0	<CONV>6db11d85-2dca-4d59-b162-2cc02caaeda4<TURN>0<SENT>0	hai	O	openinggreeting
6db11d85-2dca-4d59-b162-2cc02caaeda4	2	0	<CONV>6db11d85-2dca-4d59-b162-2cc02caaeda4<TURN>2<SENT>0	record my travel expensesing	O O O O	expensereport
6db11d85-2dca-4d59-b162-2cc02caaeda4	4	0	<CONV>6db11d85-2dca-4d59-b162-2cc02caaeda4<TURN>4<SENT>0	benjamin	name	contentonly
6db11d85-2dca-4d59-b162-2cc02caaeda4	5	0	<CONV>6db11d85-2dca-4d59-b162-2cc02caaeda4<TURN>5<SENT>0	8365135056	password	contentonly
6db11d85-2dca-4d59-b162-2cc02caaeda4	7	0	<CONV>6db11d85-2dca-4d59-b162-2cc02caaeda4<TURN>7<SENT>0	190	cost	contentonly
6db11d85-2dca-4d59-b162-2cc02caaeda4	9	0	<CONV>6db11d85-2dca-4d59-b162-2cc02caaeda4<TURN>9<SENT>0	ok	O	confirmation
6db11d85-2dca-4d59-b162-2cc02caaeda4	11	0	<CONV>6db11d85-2dca-4d59-b162-2cc02caaeda4<TURN>11<SENT>0	ok	O	confirmation
6db11d85-2dca-4d59-b162-2cc02caaeda4	13	0	<CONV>6db11d85-2dca-4d59-b162-2cc02caaeda4<TURN>13<SENT>0	ok	O	confirmation
6db11d85-2dca-4d59-b162-2cc02caaeda4	15	0	<CONV>6db11d85-2dca-4d59-b162-2cc02caaeda4<TURN>15<SENT>0	ok	O	confirmation
6db11d85-2dca-4d59-b162-2cc02caaeda4	17	0	<CONV>6db11d85-2dca-4d59-b162-2cc02caaeda4<TURN>17<SENT>0	no thanks	O O	rejection
6db11d85-2dca-4d59-b162-2cc02caaeda4	19	0	<CONV>6db11d85-2dca-4d59-b162-2cc02caaeda4<TURN>19<SENT>0	ok	O	confirmation
7f72feb7-b90d-4b93-b5eb-a4a53607f0da	0	0	<CONV>7f72feb7-b90d-4b93-b5eb-a4a53607f0da<TURN>0<SENT>0	hai sir	O O	openinggreeting
7f72feb7-b90d-4b93-b5eb-a4a53607f0da	2	0	<CONV>7f72feb7-b90d-4b93-b5eb-a4a53607f0da<TURN>2<SENT>0	goodmorning sir	O O	openinggreeting
7f72feb7-b90d-4b93-b5eb-a4a53607f0da	3	0	<CONV>7f72feb7-b90d-4b93-b5eb-a4a53607f0da<TURN>3<SENT>0	i want to need a musical equipment sir	O O O O O O O O	startorder
7f72feb7-b90d-4b93-b5eb-a4a53607f0da	5	0	<CONV>7f72feb7-b90d-4b93-b5eb-a4a53607f0da<TURN>5<SENT>0	my name john	O O name	contentonly
7f72feb7-b90d-4b93-b5eb-a4a53607f0da	6	0	<CONV>7f72feb7-b90d-4b93-b5eb-a4a53607f0da<TURN>6<SENT>0	my password 56235 h 1	O O password password password	contentonly
7f72feb7-b90d-4b93-b5eb-a4a53607f0da	9	0	<CONV>7f72feb7-b90d-4b93-b5eb-a4a53607f0da<TURN>9<SENT>0	s will connected sir	O O O O	outofdomain
7f72feb7-b90d-4b93-b5eb-a4a53607f0da	11	0	<CONV>7f72feb7-b90d-4b93-b5eb-a4a53607f0da<TURN>11<SENT>0	1 quantity	quantity O	contentonly
7f72feb7-b90d-4b93-b5eb-a4a53607f0da	13	0	<CONV>7f72feb7-b90d-4b93-b5eb-a4a53607f0da<TURN>13<SENT>0	okay sir	O O	confirmation
7f72feb7-b90d-4b93-b5eb-a4a53607f0da	15	0	<CONV>7f72feb7-b90d-4b93-b5eb-a4a53607f0da<TURN>15<SENT>0	nothing sir	O O	rejection
8a06005b-48c6-467f-a67e-6e1418bbdbed	0	0	<CONV>8a06005b-48c6-467f-a67e-6e1418bbdbed<TURN>0<SENT>0	good morning	O O	openinggreeting
8a06005b-48c6-467f-a67e-6e1418bbdbed	4	0	<CONV>8a06005b-48c6-467f-a67e-6e1418bbdbed<TURN>4<SENT>0	skype and out look check it	software_name O O O O O	contentonly
8a06005b-48c6-467f-a67e-6e1418bbdbed	6	0	<CONV>8a06005b-48c6-467f-a67e-6e1418bbdbed<TURN>6<SENT>0	yes	O	confirmation
8a06005b-48c6-467f-a67e-6e1418bbdbed	8	0	<CONV>8a06005b-48c6-467f-a67e-6e1418bbdbed<TURN>8<SENT>0	skype is not working	software_name O O O	reportbrokensoftware
8a06005b-48c6-467f-a67e-6e1418bbdbed	8	1	<CONV>8a06005b-48c6-467f-a67e-6e1418bbdbed<TURN>8<SENT>1	please check my software	O O O O	reportbrokensoftware
8a06005b-48c6-467f-a67e-6e1418bbdbed	10	0	<CONV>8a06005b-48c6-467f-a67e-6e1418bbdbed<TURN>10<SENT>0	my name is petter and my account number is 6548	O O O name O O O O O account_number	contentonly
8a06005b-48c6-467f-a67e-6e1418bbdbed	12	0	<CONV>8a06005b-48c6-467f-a67e-6e1418bbdbed<TURN>12<SENT>0	deel company	company_name O	contentonly
8a06005b-48c6-467f-a67e-6e1418bbdbed	14	0	<CONV>8a06005b-48c6-467f-a67e-6e1418bbdbed<TURN>14<SENT>0	i dont know	O O O	outofdomain
8a06005b-48c6-467f-a67e-6e1418bbdbed	16	0	<CONV>8a06005b-48c6-467f-a67e-6e1418bbdbed<TURN>16<SENT>0	thanking you	O O	thankyou
8a06005b-48c6-467f-a67e-6e1418bbdbed	18	0	<CONV>8a06005b-48c6-467f-a67e-6e1418bbdbed<TURN>18<SENT>0	i am using a updated version 8345081	O O O O O O O	contentonly
8a06005b-48c6-467f-a67e-6e1418bbdbed	20	0	<CONV>8a06005b-48c6-467f-a67e-6e1418bbdbed<TURN>20<SENT>0	sure	O	confirmation
8a06005b-48c6-467f-a67e-6e1418bbdbed	22	0	<CONV>8a06005b-48c6-467f-a67e-6e1418bbdbed<TURN>22<SENT>0	now the application is running normally	O O O O O O	outofdomain
8a06005b-48c6-467f-a67e-6e1418bbdbed	24	0	<CONV>8a06005b-48c6-467f-a67e-6e1418bbdbed<TURN>24<SENT>0	nothing else if anything else i will contact you	O O O O O O O O O	rejection
d026cf5f-3865-4762-85f0-03735546e39b	0	0	<CONV>d026cf5f-3865-4762-85f0-03735546e39b<TURN>0<SENT>0	id like to report my travel expenses	O O O O O O O	expensereport
d026cf5f-3865-4762-85f0-03735546e39b	2	0	<CONV>d026cf5f-3865-4762-85f0-03735546e39b<TURN>2<SENT>0	name is boop and password is doop	O O name O O O password	contentonly
d026cf5f-3865-4762-85f0-03735546e39b	4	0	<CONV>d026cf5f-3865-4762-85f0-03735546e39b<TURN>4<SENT>0	1052 in expenses	cost O O	contentonly
d026cf5f-3865-4762-85f0-03735546e39b	4	1	<CONV>d026cf5f-3865-4762-85f0-03735546e39b<TURN>4<SENT>1	500 for the hotel 200 for flight 200 for gas 152 for food	cost O O O cost O O cost O O cost O O	contentonly
d026cf5f-3865-4762-85f0-03735546e39b	6	0	<CONV>d026cf5f-3865-4762-85f0-03735546e39b<TURN>6<SENT>0	sure here it is	O O O O	confirmation
d026cf5f-3865-4762-85f0-03735546e39b	6	1	<CONV>d026cf5f-3865-4762-85f0-03735546e39b<TURN>6<SENT>1	oh wait take 52 of for expenses that was a bar tab	O O O cost O O O O O O O O	contentonly
d026cf5f-3865-4762-85f0-03735546e39b	8	0	<CONV>d026cf5f-3865-4762-85f0-03735546e39b<TURN>8<SENT>0	here you go	O O O	outofdomain
b04efcda-b37a-490c-aeaa-622762ea6671	0	0	<CONV>b04efcda-b37a-490c-aeaa-622762ea6671<TURN>0<SENT>0	hello rory	O O	openinggreeting
b04efcda-b37a-490c-aeaa-622762ea6671	4	0	<CONV>b04efcda-b37a-490c-aeaa-622762ea6671<TURN>4<SENT>0	okaymy name is john david and the password is 44685	O O O name name O O O O password	contentonly
b04efcda-b37a-490c-aeaa-622762ea6671	6	0	<CONV>b04efcda-b37a-490c-aeaa-622762ea6671<TURN>6<SENT>0	may i attach the bills of my expenses	O O O O O O O O	expensereport
b04efcda-b37a-490c-aeaa-622762ea6671	8	0	<CONV>b04efcda-b37a-490c-aeaa-622762ea6671<TURN>8<SENT>0	okay the total cost is 355	O O O O O cost	contentonly
b04efcda-b37a-490c-aeaa-622762ea6671	10	0	<CONV>b04efcda-b37a-490c-aeaa-622762ea6671<TURN>10<SENT>0	for hotel 107 for flight 183 and the expense of food is 65	O expense_type cost O expense_type cost O O O O expense_type O cost	contentonly
b04efcda-b37a-490c-aeaa-622762ea6671	12	0	<CONV>b04efcda-b37a-490c-aeaa-622762ea6671<TURN>12<SENT>0	okaywait for a minute	O O O O	confirmation
