conversationId	turnNumber	sentenceNumber	utteranceId	utterance	slot-labels	intent
380d5668-f930-44f3-8b88-543f5db48924	4	0	<CONV>380d5668-f930-44f3-8b88-543f5db48924<TURN>4<SENT>0	my name ramn booking confirmation kyf 176	O O name O O booking_confirmation_number booking_confirmation_number	contentonly
380d5668-f930-44f3-8b88-543f5db48924	6	0	<CONV>380d5668-f930-44f3-8b88-543f5db48924<TURN>6<SENT>0	ok	O	contentonly
380d5668-f930-44f3-8b88-543f5db48924	8	0	<CONV>380d5668-f930-44f3-8b88-543f5db48924<TURN>8<SENT>0	no thanks	O O	rejection
3144c574-accc-4d97-9d59-5f73456b8daf	1	0	<CONV>3144c574-accc-4d97-9d59-5f73456b8daf<TURN>1<SENT>0	hi	O	openinggreeting
3144c574-accc-4d97-9d59-5f73456b8daf	2	0	<CONV>3144c574-accc-4d97-9d59-5f73456b8daf<TURN>2<SENT>0	i want to book a flight from bangalore to chennai	O O O O O O O O O arrival_city	bookflight
3144c574-accc-4d97-9d59-5f73456b8daf	4	0	<CONV>3144c574-accc-4d97-9d59-5f73456b8daf<TURN>4<SENT>0	karan bling	name name	contentonly
3144c574-accc-4d97-9d59-5f73456b8daf	6	0	<CONV>3144c574-accc-4d97-9d59-5f73456b8daf<TURN>6<SENT>0	around 2025 october i am somewhat flexible with the dates	O start_date start_date O O O O O O O	contentonly
3144c574-accc-4d97-9d59-5f73456b8daf	8	1	<CONV>3144c574-accc-4d97-9d59-5f73456b8daf<TURN>8<SENT>1	i want to book this flight please confirm it	O O O O O O O O O	bookflight
3144c574-accc-4d97-9d59-5f73456b8daf	10	0	<CONV>3144c574-accc-4d97-9d59-5f73456b8daf<TURN>10<SENT>0	sure my email is karnhghgjcom and only 1 passesnger	O O O O email_address O O O O	contentonly
3144c574-accc-4d97-9d59-5f73456b8daf	14	1	<CONV>3144c574-accc-4d97-9d59-5f73456b8daf<TURN>14<SENT>1	thats all thank you	O O O O	thankyou
3144c574-accc-4d97-9d59-5f73456b8daf	15	0	<CONV>3144c574-accc-4d97-9d59-5f73456b8daf<TURN>15<SENT>0	thanks for the free meal	O O O O O	thankyou
3144c574-accc-4d97-9d59-5f73456b8daf	17	0	<CONV>3144c574-accc-4d97-9d59-5f73456b8daf<TURN>17<SENT>0	okay ill go ahead and do that immediately	O O O O O O O O	confirmation
3144c574-accc-4d97-9d59-5f73456b8daf	19	0	<CONV>3144c574-accc-4d97-9d59-5f73456b8daf<TURN>19<SENT>0	thats all thank you have a nice day	O O O O O O O O	thankyou
9094b183-2cc2-4cc1-b340-b2b66a694d12	1	0	<CONV>9094b183-2cc2-4cc1-b340-b2b66a694d12<TURN>1<SENT>0	i want to book a ticket i n flight	O O O O O O O O O	bookflight
9094b183-2cc2-4cc1-b340-b2b66a694d12	3	0	<CONV>9094b183-2cc2-4cc1-b340-b2b66a694d12<TURN>3<SENT>0	vishnu	name	contentonly
9094b183-2cc2-4cc1-b340-b2b66a694d12	7	0	<CONV>9094b183-2cc2-4cc1-b340-b2b66a694d12<TURN>7<SENT>0	92018	start_date	contentonly
9094b183-2cc2-4cc1-b340-b2b66a694d12	9	0	<CONV>9094b183-2cc2-4cc1-b340-b2b66a694d12<TURN>9<SENT>0	2 persons	number_of_passengers number_of_passengers	contentonly
9094b183-2cc2-4cc1-b340-b2b66a694d12	10	0	<CONV>9094b183-2cc2-4cc1-b340-b2b66a694d12<TURN>10<SENT>0	vishnugmailcom	email_address	contentonly
9094b183-2cc2-4cc1-b340-b2b66a694d12	12	0	<CONV>9094b183-2cc2-4cc1-b340-b2b66a694d12<TURN>12<SENT>0	ok i wait for your information	O O O O O O	confirmation
9094b183-2cc2-4cc1-b340-b2b66a694d12	14	0	<CONV>9094b183-2cc2-4cc1-b340-b2b66a694d12<TURN>14<SENT>0	ok thank you	O O O	thankyou
9094b183-2cc2-4cc1-b340-b2b66a694d12	16	0	<CONV>9094b183-2cc2-4cc1-b340-b2b66a694d12<TURN>16<SENT>0	ok	O	bookflight
9094b183-2cc2-4cc1-b340-b2b66a694d12	18	0	<CONV>9094b183-2cc2-4cc1-b340-b2b66a694d12<TURN>18<SENT>0	nothing else	O O	rejection
15540a21-bad9-4c82-a4f9-2a07194e2574	0	0	<CONV>15540a21-bad9-4c82-a4f9-2a07194e2574<TURN>0<SENT>0	hai	O	openinggreeting
15540a21-bad9-4c82-a4f9-2a07194e2574	2	0	<CONV>15540a21-bad9-4c82-a4f9-2a07194e2574<TURN>2<SENT>0	i want to book for plane ticket	O O O O O O O	bookflight
15540a21-bad9-4c82-a4f9-2a07194e2574	4	0	<CONV>15540a21-bad9-4c82-a4f9-2a07194e2574<TURN>4<SENT>0	jesse	name	contentonly
15540a21-bad9-4c82-a4f9-2a07194e2574	6	0	<CONV>15540a21-bad9-4c82-a4f9-2a07194e2574<TURN>6<SENT>0	taxes to california	O O arrival_city	contentonly
15540a21-bad9-4c82-a4f9-2a07194e2574	8	0	<CONV>15540a21-bad9-4c82-a4f9-2a07194e2574<TURN>8<SENT>0	yes	O	confirmation
15540a21-bad9-4c82-a4f9-2a07194e2574	10	0	<CONV>15540a21-bad9-4c82-a4f9-2a07194e2574<TURN>10<SENT>0	ok thanks	O O	thankyou
15540a21-bad9-4c82-a4f9-2a07194e2574	12	0	<CONV>15540a21-bad9-4c82-a4f9-2a07194e2574<TURN>12<SENT>0	ok	O	bookflight
15540a21-bad9-4c82-a4f9-2a07194e2574	14	0	<CONV>15540a21-bad9-4c82-a4f9-2a07194e2574<TURN>14<SENT>0	jesseikagmaicom	email_address	contentonly
15540a21-bad9-4c82-a4f9-2a07194e2574	15	0	<CONV>15540a21-bad9-4c82-a4f9-2a07194e2574<TURN>15<SENT>0	5 passengers travel	number_of_passengers O O	contentonly
15540a21-bad9-4c82-a4f9-2a07194e2574	17	0	<CONV>15540a21-bad9-4c82-a4f9-2a07194e2574<TURN>17<SENT>0	ok	O	bookflight
15540a21-bad9-4c82-a4f9-2a07194e2574	19	0	<CONV>15540a21-bad9-4c82-a4f9-2a07194e2574<TURN>19<SENT>0	ok	O	bookflight
15540a21-bad9-4c82-a4f9-2a07194e2574	21	0	<CONV>15540a21-bad9-4c82-a4f9-2a07194e2574<TURN>21<SENT>0	ok thanks	O O	thankyou
15540a21-bad9-4c82-a4f9-2a07194e2574	23	0	<CONV>15540a21-bad9-4c82-a4f9-2a07194e2574<TURN>23<SENT>0	no thanks	O O	rejection
c5a4b7c6-848b-4875-a59b-1b9e5948892a	0	0	<CONV>c5a4b7c6-848b-4875-a59b-1b9e5948892a<TURN>0<SENT>0	hai	O	openinggreeting
c5a4b7c6-848b-4875-a59b-1b9e5948892a	4	0	<CONV>c5a4b7c6-848b-4875-a59b-1b9e5948892a<TURN>4<SENT>0	my full names is ravi and my booking confirmation number is bbu 120	O O O O name O O O O O O booking_confirmation_number booking_confirmation_number	contentonly
c5a4b7c6-848b-4875-a59b-1b9e5948892a	6	0	<CONV>c5a4b7c6-848b-4875-a59b-1b9e5948892a<TURN>6<SENT>0	okay thanks	O O	confirmation
c5a4b7c6-848b-4875-a59b-1b9e5948892a	8	0	<CONV>c5a4b7c6-848b-4875-a59b-1b9e5948892a<TURN>8<SENT>0	no thanks thank your information	O O O O O	rejection
c5a4b7c6-848b-4875-a59b-1b9e5948892a	10	0	<CONV>c5a4b7c6-848b-4875-a59b-1b9e5948892a<TURN>10<SENT>0	okay thank you	O O O	thankyou
64deb3c2-5533-4197-993d-2393a438ead1	0	0	<CONV>64deb3c2-5533-4197-993d-2393a438ead1<TURN>0<SENT>0	hi	O	openinggreeting
64deb3c2-5533-4197-993d-2393a438ead1	2	0	<CONV>64deb3c2-5533-4197-993d-2393a438ead1<TURN>2<SENT>0	i want to know seat no	O O O O O O	getseatinfo
64deb3c2-5533-4197-993d-2393a438ead1	4	0	<CONV>64deb3c2-5533-4197-993d-2393a438ead1<TURN>4<SENT>0	my name ben	O O name	contentonly
64deb3c2-5533-4197-993d-2393a438ead1	5	0	<CONV>64deb3c2-5533-4197-993d-2393a438ead1<TURN>5<SENT>0	my booking confirmation number is rtd 245	O O O O O booking_confirmation_number booking_confirmation_number	contentonly
64deb3c2-5533-4197-993d-2393a438ead1	7	0	<CONV>64deb3c2-5533-4197-993d-2393a438ead1<TURN>7<SENT>0	ok thanks	O O	thankyou
64deb3c2-5533-4197-993d-2393a438ead1	9	0	<CONV>64deb3c2-5533-4197-993d-2393a438ead1<TURN>9<SENT>0	no thanks	O O	rejection
64deb3c2-5533-4197-993d-2393a438ead1	11	0	<CONV>64deb3c2-5533-4197-993d-2393a438ead1<TURN>11<SENT>0	bye	O	closinggreeting
91203128-851b-45d2-961c-62b80e181422	0	0	<CONV>91203128-851b-45d2-961c-62b80e181422<TURN>0<SENT>0	hi	O	openinggreeting
91203128-851b-45d2-961c-62b80e181422	2	0	<CONV>91203128-851b-45d2-961c-62b80e181422<TURN>2<SENT>0	i need boarding pass	O O O O	getboardingpass
91203128-851b-45d2-961c-62b80e181422	4	0	<CONV>91203128-851b-45d2-961c-62b80e181422<TURN>4<SENT>0	rajapandi	name	contentonly
91203128-851b-45d2-961c-62b80e181422	6	0	<CONV>91203128-851b-45d2-961c-62b80e181422<TURN>6<SENT>0	my confirmation number is yrt 632	O O O O booking_confirmation_number booking_confirmation_number	contentonly
91203128-851b-45d2-961c-62b80e181422	8	0	<CONV>91203128-851b-45d2-961c-62b80e181422<TURN>8<SENT>0	8975623456	phone_number	contentonly
91203128-851b-45d2-961c-62b80e181422	10	0	<CONV>91203128-851b-45d2-961c-62b80e181422<TURN>10<SENT>0	ok thanks	O O	confirmation
91203128-851b-45d2-961c-62b80e181422	12	0	<CONV>91203128-851b-45d2-961c-62b80e181422<TURN>12<SENT>0	no thanks	O O	rejection
45117edb-d257-4fa8-a7ae-d6f570c87868	1	0	<CONV>45117edb-d257-4fa8-a7ae-d6f570c87868<TURN>1<SENT>0	hi	O	openinggreeting
45117edb-d257-4fa8-a7ae-d6f570c87868	2	0	<CONV>45117edb-d257-4fa8-a7ae-d6f570c87868<TURN>2<SENT>0	i want to know about my seat assignment	O O O O O O O O	getseatinfo
45117edb-d257-4fa8-a7ae-d6f570c87868	4	0	<CONV>45117edb-d257-4fa8-a7ae-d6f570c87868<TURN>4<SENT>0	raj sri	name name	contentonly
45117edb-d257-4fa8-a7ae-d6f570c87868	6	0	<CONV>45117edb-d257-4fa8-a7ae-d6f570c87868<TURN>6<SENT>0	fhg 145	booking_confirmation_number booking_confirmation_number	contentonly
45117edb-d257-4fa8-a7ae-d6f570c87868	8	0	<CONV>45117edb-d257-4fa8-a7ae-d6f570c87868<TURN>8<SENT>0	ya sure	O O	confirmation
45117edb-d257-4fa8-a7ae-d6f570c87868	10	0	<CONV>45117edb-d257-4fa8-a7ae-d6f570c87868<TURN>10<SENT>0	nothing else	O O	rejection
45117edb-d257-4fa8-a7ae-d6f570c87868	10	1	<CONV>45117edb-d257-4fa8-a7ae-d6f570c87868<TURN>10<SENT>1	thank you	O O	thankyou
4b73ae04-c3d6-4b78-8520-9e428eabd04d	0	0	<CONV>4b73ae04-c3d6-4b78-8520-9e428eabd04d<TURN>0<SENT>0	hi good morning	O O O	openinggreeting
4b73ae04-c3d6-4b78-8520-9e428eabd04d	2	0	<CONV>4b73ae04-c3d6-4b78-8520-9e428eabd04d<TURN>2<SENT>0	i wants to book a ticket but i change my seat	O O O O O O O O O O O	bookflight
4b73ae04-c3d6-4b78-8520-9e428eabd04d	5	0	<CONV>4b73ae04-c3d6-4b78-8520-9e428eabd04d<TURN>5<SENT>0	nila emailnila 90 mailcom	email_address O email_address email_address	contentonly
4b73ae04-c3d6-4b78-8520-9e428eabd04d	6	0	<CONV>4b73ae04-c3d6-4b78-8520-9e428eabd04d<TURN>6<SENT>0	i need to book a flight	O O O O O O	bookflight
4b73ae04-c3d6-4b78-8520-9e428eabd04d	8	0	<CONV>4b73ae04-c3d6-4b78-8520-9e428eabd04d<TURN>8<SENT>0	delhi to mumbai	departure_city O arrival_city	contentonly
4b73ae04-c3d6-4b78-8520-9e428eabd04d	10	0	<CONV>4b73ae04-c3d6-4b78-8520-9e428eabd04d<TURN>10<SENT>0	2392018	start_date	contentonly
4b73ae04-c3d6-4b78-8520-9e428eabd04d	12	0	<CONV>4b73ae04-c3d6-4b78-8520-9e428eabd04d<TURN>12<SENT>0	ok	O	bookflight
4b73ae04-c3d6-4b78-8520-9e428eabd04d	14	0	<CONV>4b73ae04-c3d6-4b78-8520-9e428eabd04d<TURN>14<SENT>0	2	number_of_passengers	contentonly
4b73ae04-c3d6-4b78-8520-9e428eabd04d	16	0	<CONV>4b73ae04-c3d6-4b78-8520-9e428eabd04d<TURN>16<SENT>0	nila 90 mailcom	email_address email_address email_address	contentonly
4b73ae04-c3d6-4b78-8520-9e428eabd04d	18	0	<CONV>4b73ae04-c3d6-4b78-8520-9e428eabd04d<TURN>18<SENT>0	ok	O	bookflight
4b73ae04-c3d6-4b78-8520-9e428eabd04d	20	0	<CONV>4b73ae04-c3d6-4b78-8520-9e428eabd04d<TURN>20<SENT>0	nothing else thank you for your information	O O O O O O O	rejection
4b73ae04-c3d6-4b78-8520-9e428eabd04d	20	1	<CONV>4b73ae04-c3d6-4b78-8520-9e428eabd04d<TURN>20<SENT>1	have a nice day to chat with you	O O O O O O O O	closinggreeting
84221894-bba1-4781-bd18-2fbad97c11d2	1	0	<CONV>84221894-bba1-4781-bd18-2fbad97c11d2<TURN>1<SENT>0	check my seat	O O O	changeseatassignment
84221894-bba1-4781-bd18-2fbad97c11d2	3	0	<CONV>84221894-bba1-4781-bd18-2fbad97c11d2<TURN>3<SENT>0	farina	name	contentonly
84221894-bba1-4781-bd18-2fbad97c11d2	5	0	<CONV>84221894-bba1-4781-bd18-2fbad97c11d2<TURN>5<SENT>0	jv 65 jh	booking_confirmation_number booking_confirmation_number booking_confirmation_number	contentonly
84221894-bba1-4781-bd18-2fbad97c11d2	7	0	<CONV>84221894-bba1-4781-bd18-2fbad97c11d2<TURN>7<SENT>0	okay but i need window seat please	O O O O O O O	changeseatassignment
84221894-bba1-4781-bd18-2fbad97c11d2	9	0	<CONV>84221894-bba1-4781-bd18-2fbad97c11d2<TURN>9<SENT>0	okay	O	changeseatassignment
84221894-bba1-4781-bd18-2fbad97c11d2	11	0	<CONV>84221894-bba1-4781-bd18-2fbad97c11d2<TURN>11<SENT>0	yes	O	confirmation
84221894-bba1-4781-bd18-2fbad97c11d2	13	0	<CONV>84221894-bba1-4781-bd18-2fbad97c11d2<TURN>13<SENT>0	okay thanks	O O	thankyou
26ba65d0-2754-4afa-bea6-5bfc60b1720d	0	0	<CONV>26ba65d0-2754-4afa-bea6-5bfc60b1720d<TURN>0<SENT>0	hai	O	openinggreeting
26ba65d0-2754-4afa-bea6-5bfc60b1720d	2	0	<CONV>26ba65d0-2754-4afa-bea6-5bfc60b1720d<TURN>2<SENT>0	my seat assignment and decide to change it	O O O O O O O O	changeseatassignment
26ba65d0-2754-4afa-bea6-5bfc60b1720d	4	0	<CONV>26ba65d0-2754-4afa-bea6-5bfc60b1720d<TURN>4<SENT>0	kannan	name	contentonly
26ba65d0-2754-4afa-bea6-5bfc60b1720d	6	0	<CONV>26ba65d0-2754-4afa-bea6-5bfc60b1720d<TURN>6<SENT>0	h 86 d 94	booking_confirmation_number booking_confirmation_number booking_confirmation_number booking_confirmation_number	contentonly
26ba65d0-2754-4afa-bea6-5bfc60b1720d	8	0	<CONV>26ba65d0-2754-4afa-bea6-5bfc60b1720d<TURN>8<SENT>0	ok	O	confirmation
26ba65d0-2754-4afa-bea6-5bfc60b1720d	10	0	<CONV>26ba65d0-2754-4afa-bea6-5bfc60b1720d<TURN>10<SENT>0	no thanks	O O	rejection
26ba65d0-2754-4afa-bea6-5bfc60b1720d	12	0	<CONV>26ba65d0-2754-4afa-bea6-5bfc60b1720d<TURN>12<SENT>0	ok bye	O O	confirmation
85a6fee6-e87d-42bf-83e2-d14943196221	0	0	<CONV>85a6fee6-e87d-42bf-83e2-d14943196221<TURN>0<SENT>0	hai	O	openinggreeting
85a6fee6-e87d-42bf-83e2-d14943196221	2	0	<CONV>85a6fee6-e87d-42bf-83e2-d14943196221<TURN>2<SENT>0	i need to my plane ticket	O O O O O O	bookflight
85a6fee6-e87d-42bf-83e2-d14943196221	4	0	<CONV>85a6fee6-e87d-42bf-83e2-d14943196221<TURN>4<SENT>0	yes	O	confirmation
85a6fee6-e87d-42bf-83e2-d14943196221	5	0	<CONV>85a6fee6-e87d-42bf-83e2-d14943196221<TURN>5<SENT>0	yes	O	confirmation
85a6fee6-e87d-42bf-83e2-d14943196221	7	0	<CONV>85a6fee6-e87d-42bf-83e2-d14943196221<TURN>7<SENT>0	hello	O	openinggreeting
85a6fee6-e87d-42bf-83e2-d14943196221	8	0	<CONV>85a6fee6-e87d-42bf-83e2-d14943196221<TURN>8<SENT>0	washington tc to texas	O O O arrival_city	contentonly
85a6fee6-e87d-42bf-83e2-d14943196221	10	0	<CONV>85a6fee6-e87d-42bf-83e2-d14943196221<TURN>10<SENT>0	hello	O	openinggreeting
85a6fee6-e87d-42bf-83e2-d14943196221	11	0	<CONV>85a6fee6-e87d-42bf-83e2-d14943196221<TURN>11<SENT>0	9518	start_date	contentonly
85a6fee6-e87d-42bf-83e2-d14943196221	14	0	<CONV>85a6fee6-e87d-42bf-83e2-d14943196221<TURN>14<SENT>0	hello drew are connecting	O O O O	outofdomain
85a6fee6-e87d-42bf-83e2-d14943196221	15	0	<CONV>85a6fee6-e87d-42bf-83e2-d14943196221<TURN>15<SENT>0	okay i travel to 225 pm for 140 per ticket	O O O O arrival_time arrival_time O price O O	contentonly
85a6fee6-e87d-42bf-83e2-d14943196221	17	0	<CONV>85a6fee6-e87d-42bf-83e2-d14943196221<TURN>17<SENT>0	hello drew are connecting	O O O O	openinggreeting
85a6fee6-e87d-42bf-83e2-d14943196221	18	0	<CONV>85a6fee6-e87d-42bf-83e2-d14943196221<TURN>18<SENT>0	my email address is sam 27 gmailcom	O O O O email_address email_address email_address	contentonly
85a6fee6-e87d-42bf-83e2-d14943196221	20	0	<CONV>85a6fee6-e87d-42bf-83e2-d14943196221<TURN>20<SENT>0	hello drew are connecting	O O O O	openinggreeting
85a6fee6-e87d-42bf-83e2-d14943196221	21	0	<CONV>85a6fee6-e87d-42bf-83e2-d14943196221<TURN>21<SENT>0	okay sure thanks your informations	O O O O O	thankyou
85a6fee6-e87d-42bf-83e2-d14943196221	23	0	<CONV>85a6fee6-e87d-42bf-83e2-d14943196221<TURN>23<SENT>0	hello drew are connecting	O O O O	openinggreeting
85a6fee6-e87d-42bf-83e2-d14943196221	24	0	<CONV>85a6fee6-e87d-42bf-83e2-d14943196221<TURN>24<SENT>0	no thanks	O O	rejection
318d30ab-e24e-4ba5-80a1-dce68acde047	0	0	<CONV>318d30ab-e24e-4ba5-80a1-dce68acde047<TURN>0<SENT>0	hai good morning	O O O	openinggreeting
318d30ab-e24e-4ba5-80a1-dce68acde047	2	0	<CONV>318d30ab-e24e-4ba5-80a1-dce68acde047<TURN>2<SENT>0	yes i want flight ticket below 300	O O O O O O price	contentonly
318d30ab-e24e-4ba5-80a1-dce68acde047	4	0	<CONV>318d30ab-e24e-4ba5-80a1-dce68acde047<TURN>4<SENT>0	i want from california to dubai	O O O O O arrival_city	contentonly
318d30ab-e24e-4ba5-80a1-dce68acde047	6	0	<CONV>318d30ab-e24e-4ba5-80a1-dce68acde047<TURN>6<SENT>0	ok ok from newyork to losangels	O O O O O arrival_city	contentonly
318d30ab-e24e-4ba5-80a1-dce68acde047	8	0	<CONV>318d30ab-e24e-4ba5-80a1-dce68acde047<TURN>8<SENT>0	i want to travel on the date off 06082018 at before 9 pm	O O O O O O O O start_date O departure_time departure_time departure_time	contentonly
318d30ab-e24e-4ba5-80a1-dce68acde047	10	0	<CONV>318d30ab-e24e-4ba5-80a1-dce68acde047<TURN>10<SENT>0	sorry can u please check once on 05092018	O O O O O O O O	outofdomain
318d30ab-e24e-4ba5-80a1-dce68acde047	12	0	<CONV>318d30ab-e24e-4ba5-80a1-dce68acde047<TURN>12<SENT>0	yes sure please go ahed	O O O O O	confirmation
318d30ab-e24e-4ba5-80a1-dce68acde047	14	0	<CONV>318d30ab-e24e-4ba5-80a1-dce68acde047<TURN>14<SENT>0	gokulhighgmailcom	email_address	contentonly
318d30ab-e24e-4ba5-80a1-dce68acde047	16	0	<CONV>318d30ab-e24e-4ba5-80a1-dce68acde047<TURN>16<SENT>0	yes thank you very much	O O O O O	thankyou
318d30ab-e24e-4ba5-80a1-dce68acde047	18	0	<CONV>318d30ab-e24e-4ba5-80a1-dce68acde047<TURN>18<SENT>0	no	O	rejection
318d30ab-e24e-4ba5-80a1-dce68acde047	18	1	<CONV>318d30ab-e24e-4ba5-80a1-dce68acde047<TURN>18<SENT>1	thanks for this	O O O	thankyou
56ce60b6-e6e5-4522-aa1c-8d59593bac53	0	0	<CONV>56ce60b6-e6e5-4522-aa1c-8d59593bac53<TURN>0<SENT>0	hai	O	openinggreeting
56ce60b6-e6e5-4522-aa1c-8d59593bac53	2	0	<CONV>56ce60b6-e6e5-4522-aa1c-8d59593bac53<TURN>2<SENT>0	my seat assignment	O O O	changeseatassignment
56ce60b6-e6e5-4522-aa1c-8d59593bac53	4	0	<CONV>56ce60b6-e6e5-4522-aa1c-8d59593bac53<TURN>4<SENT>0	kowsalya	name	contentonly
56ce60b6-e6e5-4522-aa1c-8d59593bac53	6	0	<CONV>56ce60b6-e6e5-4522-aa1c-8d59593bac53<TURN>6<SENT>0	a 4 g 4 f 3	booking_confirmation_number booking_confirmation_number booking_confirmation_number booking_confirmation_number booking_confirmation_number booking_confirmation_number	contentonly
56ce60b6-e6e5-4522-aa1c-8d59593bac53	8	0	<CONV>56ce60b6-e6e5-4522-aa1c-8d59593bac53<TURN>8<SENT>0	ok but no thanks	O O O O	rejection
