conversationId	turnNumber	utteranceId	utterance	slot-labels	intent
b04bf3ab-0b0d-4971-823c-305a47918160	0	<CONV>b04bf3ab-0b0d-4971-823c-305a47918160<TURN>0	hai	O	openinggreeting
b04bf3ab-0b0d-4971-823c-305a47918160	2	<CONV>b04bf3ab-0b0d-4971-823c-305a47918160<TURN>2	salads	food_item	ordersaladintent
b04bf3ab-0b0d-4971-823c-305a47918160	4	<CONV>b04bf3ab-0b0d-4971-823c-305a47918160<TURN>4	classic caesar	food_item food_item	ordersaladintent
b04bf3ab-0b0d-4971-823c-305a47918160	6	<CONV>b04bf3ab-0b0d-4971-823c-305a47918160<TURN>6	no	O	rejection
b04bf3ab-0b0d-4971-823c-305a47918160	8	<CONV>b04bf3ab-0b0d-4971-823c-305a47918160<TURN>8	rajan mahal chennai	address address address	contentonly
b04bf3ab-0b0d-4971-823c-305a47918160	10	<CONV>b04bf3ab-0b0d-4971-823c-305a47918160<TURN>10	payment cod	O payment_type	contentonly
b04bf3ab-0b0d-4971-823c-305a47918160	12	<CONV>b04bf3ab-0b0d-4971-823c-305a47918160<TURN>12	ok thanks	O O	thankyou
4919d9c2-0c53-49e4-8004-d38c70e40bfb	0	<CONV>4919d9c2-0c53-49e4-8004-d38c70e40bfb<TURN>0	hi	O	orderpizzaintent
4919d9c2-0c53-49e4-8004-d38c70e40bfb	2	<CONV>4919d9c2-0c53-49e4-8004-d38c70e40bfb<TURN>2	hi id like to order a large plain pizza	O O O O O O size food_item food_item	orderpizzaintent
4919d9c2-0c53-49e4-8004-d38c70e40bfb	4	<CONV>4919d9c2-0c53-49e4-8004-d38c70e40bfb<TURN>4	actually can i change that to a caesar salad	O O O O O O O food_item food_item	ordersaladintent
4919d9c2-0c53-49e4-8004-d38c70e40bfb	6	<CONV>4919d9c2-0c53-49e4-8004-d38c70e40bfb<TURN>6	just one please	O quantity O	contentonly
4919d9c2-0c53-49e4-8004-d38c70e40bfb	8	<CONV>4919d9c2-0c53-49e4-8004-d38c70e40bfb<TURN>8	no thank you just the salad	O O O O O O	rejection
4919d9c2-0c53-49e4-8004-d38c70e40bfb	10	<CONV>4919d9c2-0c53-49e4-8004-d38c70e40bfb<TURN>10	99 east main street in waco texas 56856	address address address address address address address address	contentonly
4919d9c2-0c53-49e4-8004-d38c70e40bfb	14	<CONV>4919d9c2-0c53-49e4-8004-d38c70e40bfb<TURN>14	yes thank you	O O O	confirmation
d4eb61f1-3588-4b42-81de-d00bb7b7cf7e	0	<CONV>d4eb61f1-3588-4b42-81de-d00bb7b7cf7e<TURN>0	hello	O	openinggreeting
d4eb61f1-3588-4b42-81de-d00bb7b7cf7e	2	<CONV>d4eb61f1-3588-4b42-81de-d00bb7b7cf7e<TURN>2	sure	O	confirmation
d4eb61f1-3588-4b42-81de-d00bb7b7cf7e	3	<CONV>d4eb61f1-3588-4b42-81de-d00bb7b7cf7e<TURN>3	name nishkarsh seit	O name name	contentonly
d4eb61f1-3588-4b42-81de-d00bb7b7cf7e	4	<CONV>d4eb61f1-3588-4b42-81de-d00bb7b7cf7e<TURN>4	address no 9705 4 th lane george street bay avenue	O address address address address address address address address address	contentonly
d4eb61f1-3588-4b42-81de-d00bb7b7cf7e	6	<CONV>d4eb61f1-3588-4b42-81de-d00bb7b7cf7e<TURN>6	i would like to order 1 large byo pizza	O O O O O quantity size food_item food_item	orderpizzaintent
d4eb61f1-3588-4b42-81de-d00bb7b7cf7e	8	<CONV>d4eb61f1-3588-4b42-81de-d00bb7b7cf7e<TURN>8	toppings jalapenos applewood bacon salame seasonal veggie ricotta cheese and pesto drizzle	O ingredient ingredient ingredient ingredient ingredient ingredient ingredient ingredient O ingredient ingredient	contentonly
d4eb61f1-3588-4b42-81de-d00bb7b7cf7e	9	<CONV>d4eb61f1-3588-4b42-81de-d00bb7b7cf7e<TURN>9	crust high rise dough	ingredient ingredient ingredient O	contentonly
d4eb61f1-3588-4b42-81de-d00bb7b7cf7e	11	<CONV>d4eb61f1-3588-4b42-81de-d00bb7b7cf7e<TURN>11	no thanks	O O	rejection
d4eb61f1-3588-4b42-81de-d00bb7b7cf7e	13	<CONV>d4eb61f1-3588-4b42-81de-d00bb7b7cf7e<TURN>13	no	O	contentonly
d4eb61f1-3588-4b42-81de-d00bb7b7cf7e	14	<CONV>d4eb61f1-3588-4b42-81de-d00bb7b7cf7e<TURN>14	may be some another day	O O O O O	outofdomain
d4eb61f1-3588-4b42-81de-d00bb7b7cf7e	16	<CONV>d4eb61f1-3588-4b42-81de-d00bb7b7cf7e<TURN>16	thats enough spencer	O O O	rejection
d4eb61f1-3588-4b42-81de-d00bb7b7cf7e	18	<CONV>d4eb61f1-3588-4b42-81de-d00bb7b7cf7e<TURN>18	i will pay cod	O O O payment_type	contentonly
d4eb61f1-3588-4b42-81de-d00bb7b7cf7e	20	<CONV>d4eb61f1-3588-4b42-81de-d00bb7b7cf7e<TURN>20	yeah okay	O O	confirmation
d4eb61f1-3588-4b42-81de-d00bb7b7cf7e	22	<CONV>d4eb61f1-3588-4b42-81de-d00bb7b7cf7e<TURN>22	my pleasure	O O	outofdomain
e85e8cbb-7597-4cf1-88f4-21421a4d0b15	3	<CONV>e85e8cbb-7597-4cf1-88f4-21421a4d0b15<TURN>3	large and thin pizza	size O size food_item	contentonly
e85e8cbb-7597-4cf1-88f4-21421a4d0b15	5	<CONV>e85e8cbb-7597-4cf1-88f4-21421a4d0b15<TURN>5	no thanks	O O	rejection
e85e8cbb-7597-4cf1-88f4-21421a4d0b15	7	<CONV>e85e8cbb-7597-4cf1-88f4-21421a4d0b15<TURN>7	no	O	rejection
e85e8cbb-7597-4cf1-88f4-21421a4d0b15	9	<CONV>e85e8cbb-7597-4cf1-88f4-21421a4d0b15<TURN>9	yes	O	confirmation
e85e8cbb-7597-4cf1-88f4-21421a4d0b15	11	<CONV>e85e8cbb-7597-4cf1-88f4-21421a4d0b15<TURN>11	my address is 34678 2 nd street 52 road washington	O O O address address address address address address address	contentonly
e85e8cbb-7597-4cf1-88f4-21421a4d0b15	13	<CONV>e85e8cbb-7597-4cf1-88f4-21421a4d0b15<TURN>13	i will pay of cash	O O O O payment_type	contentonly
e85e8cbb-7597-4cf1-88f4-21421a4d0b15	15	<CONV>e85e8cbb-7597-4cf1-88f4-21421a4d0b15<TURN>15	yes okay thanks for serve	O O O O O	confirmation
e85e8cbb-7597-4cf1-88f4-21421a4d0b15	17	<CONV>e85e8cbb-7597-4cf1-88f4-21421a4d0b15<TURN>17	okay good bye	O O O	closinggreeting
1db6f7a4-a00b-4f47-838b-4e9498dda5b2	0	<CONV>1db6f7a4-a00b-4f47-838b-4e9498dda5b2<TURN>0	hi	O	openinggreeting
1db6f7a4-a00b-4f47-838b-4e9498dda5b2	2	<CONV>1db6f7a4-a00b-4f47-838b-4e9498dda5b2<TURN>2	2 vegcheesburger	quantity food_item	orderburgerintent
1db6f7a4-a00b-4f47-838b-4e9498dda5b2	4	<CONV>1db6f7a4-a00b-4f47-838b-4e9498dda5b2<TURN>4	2 medium coke o cola	quantity size drink_item O drink_item	orderdrinkintent
1db6f7a4-a00b-4f47-838b-4e9498dda5b2	5	<CONV>1db6f7a4-a00b-4f47-838b-4e9498dda5b2<TURN>5	enough	O	outofdomain
1db6f7a4-a00b-4f47-838b-4e9498dda5b2	7	<CONV>1db6f7a4-a00b-4f47-838b-4e9498dda5b2<TURN>7	no thanks	O O	rejection
1db6f7a4-a00b-4f47-838b-4e9498dda5b2	9	<CONV>1db6f7a4-a00b-4f47-838b-4e9498dda5b2<TURN>9	nothing	O	rejection
225bd20d-584f-441a-99e2-ed5f2d8b4210	0	<CONV>225bd20d-584f-441a-99e2-ed5f2d8b4210<TURN>0	hey i would like a pizza with applewood bacon arugula spinach mozzarella and spicy red sauce	O O O O O food_item O O ingredient ingredient ingredient ingredient O O O O	orderpizzaintent
225bd20d-584f-441a-99e2-ed5f2d8b4210	3	<CONV>225bd20d-584f-441a-99e2-ed5f2d8b4210<TURN>3	medium will be fine	size O O O	contentonly
225bd20d-584f-441a-99e2-ed5f2d8b4210	5	<CONV>225bd20d-584f-441a-99e2-ed5f2d8b4210<TURN>5	please include lemonade and sea salt cookie	O O food_item O O food_item food_item	orderdrinkintent
225bd20d-584f-441a-99e2-ed5f2d8b4210	7	<CONV>225bd20d-584f-441a-99e2-ed5f2d8b4210<TURN>7	1 each	quantity O	contentonly
225bd20d-584f-441a-99e2-ed5f2d8b4210	9	<CONV>225bd20d-584f-441a-99e2-ed5f2d8b4210<TURN>9	yes	O	confirmation
225bd20d-584f-441a-99e2-ed5f2d8b4210	10	<CONV>225bd20d-584f-441a-99e2-ed5f2d8b4210<TURN>10	thats all i need for today	O O O O O O	rejection
225bd20d-584f-441a-99e2-ed5f2d8b4210	12	<CONV>225bd20d-584f-441a-99e2-ed5f2d8b4210<TURN>12	john m 7504 taylor drive brooklyn ny 11238 1111111111	address address address address address address address address O	contentonly
225bd20d-584f-441a-99e2-ed5f2d8b4210	14	<CONV>225bd20d-584f-441a-99e2-ed5f2d8b4210<TURN>14	cod	payment_type	contentonly
225bd20d-584f-441a-99e2-ed5f2d8b4210	16	<CONV>225bd20d-584f-441a-99e2-ed5f2d8b4210<TURN>16	thanks a lot for your help	O O O O O O	thankyou
225bd20d-584f-441a-99e2-ed5f2d8b4210	18	<CONV>225bd20d-584f-441a-99e2-ed5f2d8b4210<TURN>18	bye	O	closinggreeting
7f811980-1ad1-4836-b01f-249299f84806	0	<CONV>7f811980-1ad1-4836-b01f-249299f84806<TURN>0	hello drew	O O	openinggreeting
7f811980-1ad1-4836-b01f-249299f84806	1	<CONV>7f811980-1ad1-4836-b01f-249299f84806<TURN>1	good morning	O O	openinggreeting
7f811980-1ad1-4836-b01f-249299f84806	3	<CONV>7f811980-1ad1-4836-b01f-249299f84806<TURN>3	i need one pepperoni crumbled meatballs red onion mozzarella red sauce with sauce and cheese topppings	O O quantity ingredient ingredient ingredient ingredient ingredient ingredient ingredient ingredient O ingredient O ingredient ingredient	orderpizzaintent
7f811980-1ad1-4836-b01f-249299f84806	5	<CONV>7f811980-1ad1-4836-b01f-249299f84806<TURN>5	yes drew	O O	confirmation
7f811980-1ad1-4836-b01f-249299f84806	7	<CONV>7f811980-1ad1-4836-b01f-249299f84806<TURN>7	only one	O quantity	contentonly
7f811980-1ad1-4836-b01f-249299f84806	9	<CONV>7f811980-1ad1-4836-b01f-249299f84806<TURN>9	i want thin crust pizza	O O O O food_item	orderpizzaintent
7f811980-1ad1-4836-b01f-249299f84806	11	<CONV>7f811980-1ad1-4836-b01f-249299f84806<TURN>11	one soda	quantity drink_item	orderdrinkintent
7f811980-1ad1-4836-b01f-249299f84806	13	<CONV>7f811980-1ad1-4836-b01f-249299f84806<TURN>13	no thanks	O O	rejection
7f811980-1ad1-4836-b01f-249299f84806	15	<CONV>7f811980-1ad1-4836-b01f-249299f84806<TURN>15	yeah correct	O O	confirmation
7f811980-1ad1-4836-b01f-249299f84806	17	<CONV>7f811980-1ad1-4836-b01f-249299f84806<TURN>17	"7112880 nulla st 
 mankato mississippi 96522"	address address address O address address address	contentonly
7f811980-1ad1-4836-b01f-249299f84806	19	<CONV>7f811980-1ad1-4836-b01f-249299f84806<TURN>19	okay thanks drew	O O O	thankyou
e9c2c63b-e3c5-4e21-a27c-81cf1b85704a	1	<CONV>e9c2c63b-e3c5-4e21-a27c-81cf1b85704a<TURN>1	hi jesse	O O	openinggreeting
e9c2c63b-e3c5-4e21-a27c-81cf1b85704a	2	<CONV>e9c2c63b-e3c5-4e21-a27c-81cf1b85704a<TURN>2	i want to build my own pizza	O O O O O O food_item	orderpizzaintent
e9c2c63b-e3c5-4e21-a27c-81cf1b85704a	4	<CONV>e9c2c63b-e3c5-4e21-a27c-81cf1b85704a<TURN>4	yes of course smoked ham peperonni olives red onions and clasicc red sauce	O O O O O O O ingredient ingredient O ingredient ingredient ingredient	contentonly
e9c2c63b-e3c5-4e21-a27c-81cf1b85704a	6	<CONV>e9c2c63b-e3c5-4e21-a27c-81cf1b85704a<TURN>6	high rise	O O	contentonly
e9c2c63b-e3c5-4e21-a27c-81cf1b85704a	8	<CONV>e9c2c63b-e3c5-4e21-a27c-81cf1b85704a<TURN>8	yes 4 beers	O quantity drink_item	orderdrinkintent
e9c2c63b-e3c5-4e21-a27c-81cf1b85704a	10	<CONV>e9c2c63b-e3c5-4e21-a27c-81cf1b85704a<TURN>10	large	size	contentonly
e9c2c63b-e3c5-4e21-a27c-81cf1b85704a	12	<CONV>e9c2c63b-e3c5-4e21-a27c-81cf1b85704a<TURN>12	2	quantity	contentonly
e9c2c63b-e3c5-4e21-a27c-81cf1b85704a	14	<CONV>e9c2c63b-e3c5-4e21-a27c-81cf1b85704a<TURN>14	robinson street number 65	address address address address	contentonly
e9c2c63b-e3c5-4e21-a27c-81cf1b85704a	15	<CONV>e9c2c63b-e3c5-4e21-a27c-81cf1b85704a<TURN>15	8135559987	phonenumber	contentonly
e9c2c63b-e3c5-4e21-a27c-81cf1b85704a	17	<CONV>e9c2c63b-e3c5-4e21-a27c-81cf1b85704a<TURN>17	cash please	payment_type O	contentonly
e9c2c63b-e3c5-4e21-a27c-81cf1b85704a	19	<CONV>e9c2c63b-e3c5-4e21-a27c-81cf1b85704a<TURN>19	thank you mate	O O O	thankyou
e9c2c63b-e3c5-4e21-a27c-81cf1b85704a	21	<CONV>e9c2c63b-e3c5-4e21-a27c-81cf1b85704a<TURN>21	bye	O	closinggreeting
5e502a07-fc83-4510-b38a-6e0cf2a855bc	1	<CONV>5e502a07-fc83-4510-b38a-6e0cf2a855bc<TURN>1	gokul	name	contentonly
5e502a07-fc83-4510-b38a-6e0cf2a855bc	3	<CONV>5e502a07-fc83-4510-b38a-6e0cf2a855bc<TURN>3	need grilled chicken with classic red sauce pizza	O O food_item O O O O food_item	orderburgerintent
5e502a07-fc83-4510-b38a-6e0cf2a855bc	5	<CONV>5e502a07-fc83-4510-b38a-6e0cf2a855bc<TURN>5	yes	O	confirmation
5e502a07-fc83-4510-b38a-6e0cf2a855bc	6	<CONV>5e502a07-fc83-4510-b38a-6e0cf2a855bc<TURN>6	with white cream sauce with mozzarella toppings	O O O O O excluded_ingredient O	ordersideintent
5e502a07-fc83-4510-b38a-6e0cf2a855bc	8	<CONV>5e502a07-fc83-4510-b38a-6e0cf2a855bc<TURN>8	high rise	O O	contentonly
5e502a07-fc83-4510-b38a-6e0cf2a855bc	9	<CONV>5e502a07-fc83-4510-b38a-6e0cf2a855bc<TURN>9	and thin	O size	contentonly
5e502a07-fc83-4510-b38a-6e0cf2a855bc	12	<CONV>5e502a07-fc83-4510-b38a-6e0cf2a855bc<TURN>12	r u there	O O O	outofdomain
5e502a07-fc83-4510-b38a-6e0cf2a855bc	14	<CONV>5e502a07-fc83-4510-b38a-6e0cf2a855bc<TURN>14	no	O	rejection
5e502a07-fc83-4510-b38a-6e0cf2a855bc	16	<CONV>5e502a07-fc83-4510-b38a-6e0cf2a855bc<TURN>16	sure	O	confirmation
5e502a07-fc83-4510-b38a-6e0cf2a855bc	18	<CONV>5e502a07-fc83-4510-b38a-6e0cf2a855bc<TURN>18	9347572623 and santhosh chennai street salem 636104	phonenumber O address address address address address	contentonly
5e502a07-fc83-4510-b38a-6e0cf2a855bc	19	<CONV>5e502a07-fc83-4510-b38a-6e0cf2a855bc<TURN>19	do fast	O O	outofdomain
5e502a07-fc83-4510-b38a-6e0cf2a855bc	24	<CONV>5e502a07-fc83-4510-b38a-6e0cf2a855bc<TURN>24	ok	O	contentonly
ae454101-6734-4b9c-a1b0-44908d27b303	0	<CONV>ae454101-6734-4b9c-a1b0-44908d27b303<TURN>0	good morning	O O	openinggreeting
ae454101-6734-4b9c-a1b0-44908d27b303	2	<CONV>ae454101-6734-4b9c-a1b0-44908d27b303<TURN>2	i would like to order a pizza may i know what are your specials	O O O O O O food_item O O O O O O O	orderpizzaintent
ae454101-6734-4b9c-a1b0-44908d27b303	5	<CONV>ae454101-6734-4b9c-a1b0-44908d27b303<TURN>5	i need a large pizza	O O O size food_item	orderpizzaintent
ae454101-6734-4b9c-a1b0-44908d27b303	7	<CONV>ae454101-6734-4b9c-a1b0-44908d27b303<TURN>7	smoked ham and grilled chicken along with red onions chopped garlic sauteed onion topped with parmesan and mozzarella cheese use classic red sauce	ingredient ingredient O food_item food_item O O ingredient ingredient ingredient ingredient ingredient ingredient O O ingredient O ingredient ingredient O O ingredient ingredient	contentonly
ae454101-6734-4b9c-a1b0-44908d27b303	11	<CONV>ae454101-6734-4b9c-a1b0-44908d27b303<TURN>11	no pizza is enough	O O O O	rejection
ae454101-6734-4b9c-a1b0-44908d27b303	13	<CONV>ae454101-6734-4b9c-a1b0-44908d27b303<TURN>13	yes confirm	O O	confirmation
ae454101-6734-4b9c-a1b0-44908d27b303	15	<CONV>ae454101-6734-4b9c-a1b0-44908d27b303<TURN>15	thank you	O O	thankyou
362936aa-edee-402d-b84e-c14715c4326b	0	<CONV>362936aa-edee-402d-b84e-c14715c4326b<TURN>0	hi	O	openinggreeting
362936aa-edee-402d-b84e-c14715c4326b	2	<CONV>362936aa-edee-402d-b84e-c14715c4326b<TURN>2	978 c golf street round lake il 60073	address address address address address address address address	contentonly
362936aa-edee-402d-b84e-c14715c4326b	3	<CONV>362936aa-edee-402d-b84e-c14715c4326b<TURN>3	7894512140	phonenumber	contentonly
362936aa-edee-402d-b84e-c14715c4326b	6	<CONV>362936aa-edee-402d-b84e-c14715c4326b<TURN>6	i need pepperoni and crumbled meatballs	O O ingredient O food_item food_item	orderpizzaintent
362936aa-edee-402d-b84e-c14715c4326b	8	<CONV>362936aa-edee-402d-b84e-c14715c4326b<TURN>8	thin crust	O O	contentonly
362936aa-edee-402d-b84e-c14715c4326b	10	<CONV>362936aa-edee-402d-b84e-c14715c4326b<TURN>10	yes sir i need smore pie	O O O O O O	confirmation
362936aa-edee-402d-b84e-c14715c4326b	12	<CONV>362936aa-edee-402d-b84e-c14715c4326b<TURN>12	no sir thank you	O O O O	rejection
362936aa-edee-402d-b84e-c14715c4326b	14	<CONV>362936aa-edee-402d-b84e-c14715c4326b<TURN>14	cash	O	contentonly
362936aa-edee-402d-b84e-c14715c4326b	16	<CONV>362936aa-edee-402d-b84e-c14715c4326b<TURN>16	thank you sir	O O O	thankyou
2663edae-d39b-4340-848a-cb884b35cec8	0	<CONV>2663edae-d39b-4340-848a-cb884b35cec8<TURN>0	hi	O	openinggreeting
2663edae-d39b-4340-848a-cb884b35cec8	2	<CONV>2663edae-d39b-4340-848a-cb884b35cec8<TURN>2	i like to have a pizza	O O O O O food_item	orderpizzaintent
2663edae-d39b-4340-848a-cb884b35cec8	6	<CONV>2663edae-d39b-4340-848a-cb884b35cec8<TURN>6	yes	O	confirmation
2663edae-d39b-4340-848a-cb884b35cec8	8	<CONV>2663edae-d39b-4340-848a-cb884b35cec8<TURN>8	no	O	rejection
2663edae-d39b-4340-848a-cb884b35cec8	10	<CONV>2663edae-d39b-4340-848a-cb884b35cec8<TURN>10	soda	drink_item	orderdrinkintent
2663edae-d39b-4340-848a-cb884b35cec8	12	<CONV>2663edae-d39b-4340-848a-cb884b35cec8<TURN>12	no thanks	O O	rejection
2663edae-d39b-4340-848a-cb884b35cec8	14	<CONV>2663edae-d39b-4340-848a-cb884b35cec8<TURN>14	ok thanks	O O	thankyou
2663edae-d39b-4340-848a-cb884b35cec8	16	<CONV>2663edae-d39b-4340-848a-cb884b35cec8<TURN>16	8654253598	phonenumber	contentonly
2663edae-d39b-4340-848a-cb884b35cec8	17	<CONV>2663edae-d39b-4340-848a-cb884b35cec8<TURN>17	4559 anna nagar melur	address address address address	contentonly
2663edae-d39b-4340-848a-cb884b35cec8	19	<CONV>2663edae-d39b-4340-848a-cb884b35cec8<TURN>19	ok thanks	O O	thankyou
2663edae-d39b-4340-848a-cb884b35cec8	21	<CONV>2663edae-d39b-4340-848a-cb884b35cec8<TURN>21	ok thanks	O O	thankyou
c05c44d9-0f2e-486d-b5a3-fc712180b9d2	0	<CONV>c05c44d9-0f2e-486d-b5a3-fc712180b9d2<TURN>0	hi good morning	O O O	openinggreeting
c05c44d9-0f2e-486d-b5a3-fc712180b9d2	2	<CONV>c05c44d9-0f2e-486d-b5a3-fc712180b9d2<TURN>2	i need 1 green stripe	O O quantity O O	orderpizzaintent
c05c44d9-0f2e-486d-b5a3-fc712180b9d2	4	<CONV>c05c44d9-0f2e-486d-b5a3-fc712180b9d2<TURN>4	medium size is ok	size O O O	contentonly
c05c44d9-0f2e-486d-b5a3-fc712180b9d2	6	<CONV>c05c44d9-0f2e-486d-b5a3-fc712180b9d2<TURN>6	yes 2 lemonade and 2 tea plese	O quantity drink_item O quantity drink_item O	orderdrinkintent
c05c44d9-0f2e-486d-b5a3-fc712180b9d2	8	<CONV>c05c44d9-0f2e-486d-b5a3-fc712180b9d2<TURN>8	yes add 2 olive oil brownie	O O quantity food_item food_item food_item	orderdessertintent
c05c44d9-0f2e-486d-b5a3-fc712180b9d2	10	<CONV>c05c44d9-0f2e-486d-b5a3-fc712180b9d2<TURN>10	enough complete my orders please	O O O O O	rejection
c05c44d9-0f2e-486d-b5a3-fc712180b9d2	12	<CONV>c05c44d9-0f2e-486d-b5a3-fc712180b9d2<TURN>12	address 562 pankaj udhass st 90 ave california ca 562365	O address address address address address address address address address	contentonly
c05c44d9-0f2e-486d-b5a3-fc712180b9d2	13	<CONV>c05c44d9-0f2e-486d-b5a3-fc712180b9d2<TURN>13	number 5623451223	O phonenumber	contentonly
c05c44d9-0f2e-486d-b5a3-fc712180b9d2	15	<CONV>c05c44d9-0f2e-486d-b5a3-fc712180b9d2<TURN>15	pay by cash at delivery	O O payment_type O O	contentonly
c05c44d9-0f2e-486d-b5a3-fc712180b9d2	17	<CONV>c05c44d9-0f2e-486d-b5a3-fc712180b9d2<TURN>17	thank you for your order have a nice day	O O O O O O O O O	thankyou
98304384-7de6-4d18-b929-517c4bb7b81f	0	<CONV>98304384-7de6-4d18-b929-517c4bb7b81f<TURN>0	hii	O	openinggreeting
98304384-7de6-4d18-b929-517c4bb7b81f	2	<CONV>98304384-7de6-4d18-b929-517c4bb7b81f<TURN>2	mc double	food_item food_item	orderburgerintent
98304384-7de6-4d18-b929-517c4bb7b81f	4	<CONV>98304384-7de6-4d18-b929-517c4bb7b81f<TURN>4	yes	O	confirmation
98304384-7de6-4d18-b929-517c4bb7b81f	6	<CONV>98304384-7de6-4d18-b929-517c4bb7b81f<TURN>6	medium	size	contentonly
98304384-7de6-4d18-b929-517c4bb7b81f	8	<CONV>98304384-7de6-4d18-b929-517c4bb7b81f<TURN>8	with ice	O ingredient	contentonly
98304384-7de6-4d18-b929-517c4bb7b81f	10	<CONV>98304384-7de6-4d18-b929-517c4bb7b81f<TURN>10	ok sure	O O	confirmation
98304384-7de6-4d18-b929-517c4bb7b81f	12	<CONV>98304384-7de6-4d18-b929-517c4bb7b81f<TURN>12	no thank	O O	rejection
492c12be-a7fd-42ed-994e-fe8ae66b6126	0	<CONV>492c12be-a7fd-42ed-994e-fe8ae66b6126<TURN>0	hii	O	openinggreeting
492c12be-a7fd-42ed-994e-fe8ae66b6126	3	<CONV>492c12be-a7fd-42ed-994e-fe8ae66b6126<TURN>3	2 big mac	quantity food_item food_item	orderburgerintent
492c12be-a7fd-42ed-994e-fe8ae66b6126	5	<CONV>492c12be-a7fd-42ed-994e-fe8ae66b6126<TURN>5	2 coca cola regular	quantity drink_item drink_item drink_item	orderdrinkintent
492c12be-a7fd-42ed-994e-fe8ae66b6126	7	<CONV>492c12be-a7fd-42ed-994e-fe8ae66b6126<TURN>7	no need	O O	rejection
492c12be-a7fd-42ed-994e-fe8ae66b6126	9	<CONV>492c12be-a7fd-42ed-994e-fe8ae66b6126<TURN>9	ok	O	confirmation
492c12be-a7fd-42ed-994e-fe8ae66b6126	11	<CONV>492c12be-a7fd-42ed-994e-fe8ae66b6126<TURN>11	ok	O	confirmation
492c12be-a7fd-42ed-994e-fe8ae66b6126	13	<CONV>492c12be-a7fd-42ed-994e-fe8ae66b6126<TURN>13	ok sure	O O	confirmation
492c12be-a7fd-42ed-994e-fe8ae66b6126	15	<CONV>492c12be-a7fd-42ed-994e-fe8ae66b6126<TURN>15	byee	O	closinggreeting
0008280a-6290-4871-a21b-1d100425fc3b	0	<CONV>0008280a-6290-4871-a21b-1d100425fc3b<TURN>0	hai	O	openinggreeting
0008280a-6290-4871-a21b-1d100425fc3b	2	<CONV>0008280a-6290-4871-a21b-1d100425fc3b<TURN>2	i like pizza	O O food_item	orderpizzaintent
0008280a-6290-4871-a21b-1d100425fc3b	4	<CONV>0008280a-6290-4871-a21b-1d100425fc3b<TURN>4	meat eater 1	food_item food_item quantity	orderpizzaintent
0008280a-6290-4871-a21b-1d100425fc3b	6	<CONV>0008280a-6290-4871-a21b-1d100425fc3b<TURN>6	thin	O	contentonly
0008280a-6290-4871-a21b-1d100425fc3b	8	<CONV>0008280a-6290-4871-a21b-1d100425fc3b<TURN>8	small	size	contentonly
0008280a-6290-4871-a21b-1d100425fc3b	11	<CONV>0008280a-6290-4871-a21b-1d100425fc3b<TURN>11	no	O	rejection
0008280a-6290-4871-a21b-1d100425fc3b	13	<CONV>0008280a-6290-4871-a21b-1d100425fc3b<TURN>13	cash pay	payment_type payment_type	contentonly
0008280a-6290-4871-a21b-1d100425fc3b	15	<CONV>0008280a-6290-4871-a21b-1d100425fc3b<TURN>15	senthil 5861475910	name phonenumber	contentonly
2989f775-11aa-4977-8f2c-97a3f001bf44	0	<CONV>2989f775-11aa-4977-8f2c-97a3f001bf44<TURN>0	hi	O	openinggreeting
