conversationId	turnNumber	utteranceId	utterance	slot-labels	intent
2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63	4	<CONV>2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63<TURN>4	kochi 456321	current_city current_zipcode	contentonly
2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63	6	<CONV>2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63<TURN>6	5 gb	datacategoryvalues datacategoryvalues	contentonly
2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63	8	<CONV>2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63<TURN>8	ok	O	confirmation
2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63	10	<CONV>2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63<TURN>10	ok	O	confirmation
2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63	12	<CONV>2ab5dc88-58a1-4e45-ac1d-2d4373d5fb63<TURN>12	nothing else	O O	rejection
6a6569a6-bec5-4b68-adea-9f2173f1133e	1	<CONV>6a6569a6-bec5-4b68-adea-9f2173f1133e<TURN>1	hi	O	openinggreeting
6a6569a6-bec5-4b68-adea-9f2173f1133e	2	<CONV>6a6569a6-bec5-4b68-adea-9f2173f1133e<TURN>2	i want to purchase internet	O O O O service_type	startserviceintent
6a6569a6-bec5-4b68-adea-9f2173f1133e	4	<CONV>6a6569a6-bec5-4b68-adea-9f2173f1133e<TURN>4	kochi 025896	current_city current_zipcode	contentonly
6a6569a6-bec5-4b68-adea-9f2173f1133e	6	<CONV>6a6569a6-bec5-4b68-adea-9f2173f1133e<TURN>6	5 gb	datacategoryvalues datacategoryvalues	contentonly
6a6569a6-bec5-4b68-adea-9f2173f1133e	8	<CONV>6a6569a6-bec5-4b68-adea-9f2173f1133e<TURN>8	ok	O	confirmation
6a6569a6-bec5-4b68-adea-9f2173f1133e	10	<CONV>6a6569a6-bec5-4b68-adea-9f2173f1133e<TURN>10	nothing else	O O	rejection
78e69a2e-a5d1-4385-9730-881778c84c14	1	<CONV>78e69a2e-a5d1-4385-9730-881778c84c14<TURN>1	hi	O	openinggreeting
78e69a2e-a5d1-4385-9730-881778c84c14	2	<CONV>78e69a2e-a5d1-4385-9730-881778c84c14<TURN>2	i want to purchase internet	O O O O service_type	startserviceintent
78e69a2e-a5d1-4385-9730-881778c84c14	4	<CONV>78e69a2e-a5d1-4385-9730-881778c84c14<TURN>4	hyderabad 125452	current_city current_zipcode	contentonly
78e69a2e-a5d1-4385-9730-881778c84c14	6	<CONV>78e69a2e-a5d1-4385-9730-881778c84c14<TURN>6	5 gb plan i like	datacategoryvalues datacategoryvalues O O O	contentonly
78e69a2e-a5d1-4385-9730-881778c84c14	8	<CONV>78e69a2e-a5d1-4385-9730-881778c84c14<TURN>8	ok sure	O O	confirmation
78e69a2e-a5d1-4385-9730-881778c84c14	10	<CONV>78e69a2e-a5d1-4385-9730-881778c84c14<TURN>10	nothing else thank you	O O O O	rejection
8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3	1	<CONV>8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3<TURN>1	hai	O	openinggreeting
8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3	2	<CONV>8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3<TURN>2	i want sign up for new service	O O O O O O O	startserviceintent
8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3	4	<CONV>8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3<TURN>4	florida and zipcode is 500003	current_city O O O current_zipcode	contentonly
8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3	8	<CONV>8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3<TURN>8	yes conform	O O	confirmation
8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3	10	<CONV>8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3<TURN>10	okmay i know the cost of other data plans	O O O O O O O O O	getinformationintent
8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3	12	<CONV>8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3<TURN>12	ok thank you so much	O O O O O	thankyou
8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3	14	<CONV>8ba5ef69-9029-43cd-b33f-3afd2b4fb2b3<TURN>14	nothing elsebye	O O	rejection
3a2ac308-dde5-4700-8833-b9ac52d805e6	0	<CONV>3a2ac308-dde5-4700-8833-b9ac52d805e6<TURN>0	hi	O	openinggreeting
3a2ac308-dde5-4700-8833-b9ac52d805e6	2	<CONV>3a2ac308-dde5-4700-8833-b9ac52d805e6<TURN>2	i want new cable service	O O O service_type O	startserviceintent
3a2ac308-dde5-4700-8833-b9ac52d805e6	4	<CONV>3a2ac308-dde5-4700-8833-b9ac52d805e6<TURN>4	"54650 
 onalaska wi"	current_zipcode O current_city O	contentonly
3a2ac308-dde5-4700-8833-b9ac52d805e6	6	<CONV>3a2ac308-dde5-4700-8833-b9ac52d805e6<TURN>6	5 gb plan	datacategoryvalues datacategoryvalues O	contentonly
3a2ac308-dde5-4700-8833-b9ac52d805e6	8	<CONV>3a2ac308-dde5-4700-8833-b9ac52d805e6<TURN>8	no	O	rejection
91377f8b-34f1-4dba-8391-026ac3e51ffa	0	<CONV>91377f8b-34f1-4dba-8391-026ac3e51ffa<TURN>0	hi	O	openinggreeting
91377f8b-34f1-4dba-8391-026ac3e51ffa	1	<CONV>91377f8b-34f1-4dba-8391-026ac3e51ffa<TURN>1	i want to purchase internet	O O O O service_type	startserviceintent
91377f8b-34f1-4dba-8391-026ac3e51ffa	3	<CONV>91377f8b-34f1-4dba-8391-026ac3e51ffa<TURN>3	goa 105897	current_city current_zipcode	contentonly
91377f8b-34f1-4dba-8391-026ac3e51ffa	5	<CONV>91377f8b-34f1-4dba-8391-026ac3e51ffa<TURN>5	5 gb	datacategoryvalues datacategoryvalues	contentonly
91377f8b-34f1-4dba-8391-026ac3e51ffa	7	<CONV>91377f8b-34f1-4dba-8391-026ac3e51ffa<TURN>7	ok	O	confirmation
91377f8b-34f1-4dba-8391-026ac3e51ffa	9	<CONV>91377f8b-34f1-4dba-8391-026ac3e51ffa<TURN>9	24 hours	O O	contentonly
91377f8b-34f1-4dba-8391-026ac3e51ffa	11	<CONV>91377f8b-34f1-4dba-8391-026ac3e51ffa<TURN>11	nothing else	O O	rejection
31ea4c14-0469-4355-9433-cc2f796d46bf	0	<CONV>31ea4c14-0469-4355-9433-cc2f796d46bf<TURN>0	hi	O	openinggreeting
31ea4c14-0469-4355-9433-cc2f796d46bf	1	<CONV>31ea4c14-0469-4355-9433-cc2f796d46bf<TURN>1	hi	O	openinggreeting
31ea4c14-0469-4355-9433-cc2f796d46bf	3	<CONV>31ea4c14-0469-4355-9433-cc2f796d46bf<TURN>3	i would like to start new cable service	O O O O O O service_type O	startserviceintent
31ea4c14-0469-4355-9433-cc2f796d46bf	5	<CONV>31ea4c14-0469-4355-9433-cc2f796d46bf<TURN>5	90093 los angeles	current_zipcode current_city current_city	contentonly
31ea4c14-0469-4355-9433-cc2f796d46bf	7	<CONV>31ea4c14-0469-4355-9433-cc2f796d46bf<TURN>7	willing to purchase internet and cable	O O O service_type O service_type	startserviceintent
31ea4c14-0469-4355-9433-cc2f796d46bf	9	<CONV>31ea4c14-0469-4355-9433-cc2f796d46bf<TURN>9	10 gb plan	datacategoryvalues datacategoryvalues O	contentonly
31ea4c14-0469-4355-9433-cc2f796d46bf	11	<CONV>31ea4c14-0469-4355-9433-cc2f796d46bf<TURN>11	price of plan	O O O	getinformationintent
31ea4c14-0469-4355-9433-cc2f796d46bf	13	<CONV>31ea4c14-0469-4355-9433-cc2f796d46bf<TURN>13	thank you	O O	thankyou
15dbff6e-e581-4264-98cd-5c67890a4b90	0	<CONV>15dbff6e-e581-4264-98cd-5c67890a4b90<TURN>0	hi	O	openinggreeting
15dbff6e-e581-4264-98cd-5c67890a4b90	2	<CONV>15dbff6e-e581-4264-98cd-5c67890a4b90<TURN>2	i want to make a request to sihn up for new service	O O O O O O O O O O O O	startserviceintent
15dbff6e-e581-4264-98cd-5c67890a4b90	4	<CONV>15dbff6e-e581-4264-98cd-5c67890a4b90<TURN>4	10001 new york	current_zipcode current_city current_city	contentonly
15dbff6e-e581-4264-98cd-5c67890a4b90	6	<CONV>15dbff6e-e581-4264-98cd-5c67890a4b90<TURN>6	i need internet connection	O O service_type O	startserviceintent
15dbff6e-e581-4264-98cd-5c67890a4b90	8	<CONV>15dbff6e-e581-4264-98cd-5c67890a4b90<TURN>8	10 gb plan	datacategoryvalues datacategoryvalues O	contentonly
15dbff6e-e581-4264-98cd-5c67890a4b90	10	<CONV>15dbff6e-e581-4264-98cd-5c67890a4b90<TURN>10	enough	O	outofdomain
15dbff6e-e581-4264-98cd-5c67890a4b90	12	<CONV>15dbff6e-e581-4264-98cd-5c67890a4b90<TURN>12	ok sure	O O	confirmation
15dbff6e-e581-4264-98cd-5c67890a4b90	14	<CONV>15dbff6e-e581-4264-98cd-5c67890a4b90<TURN>14	ok thank you so much	O O O O O	thankyou
7533e6c3-2548-4598-9818-256a0ff259cd	0	<CONV>7533e6c3-2548-4598-9818-256a0ff259cd<TURN>0	hello	O	openinggreeting
7533e6c3-2548-4598-9818-256a0ff259cd	2	<CONV>7533e6c3-2548-4598-9818-256a0ff259cd<TURN>2	i want to purchase new cable service	O O O O O service_type O	startserviceintent
7533e6c3-2548-4598-9818-256a0ff259cd	4	<CONV>7533e6c3-2548-4598-9818-256a0ff259cd<TURN>4	florida	current_city	contentonly
7533e6c3-2548-4598-9818-256a0ff259cd	5	<CONV>7533e6c3-2548-4598-9818-256a0ff259cd<TURN>5	32831	current_zipcode	contentonly
7533e6c3-2548-4598-9818-256a0ff259cd	7	<CONV>7533e6c3-2548-4598-9818-256a0ff259cd<TURN>7	10 gb	datacategoryvalues datacategoryvalues	contentonly
7533e6c3-2548-4598-9818-256a0ff259cd	9	<CONV>7533e6c3-2548-4598-9818-256a0ff259cd<TURN>9	ok	O	confirmation
7533e6c3-2548-4598-9818-256a0ff259cd	11	<CONV>7533e6c3-2548-4598-9818-256a0ff259cd<TURN>11	ye	O	confirmation
7533e6c3-2548-4598-9818-256a0ff259cd	12	<CONV>7533e6c3-2548-4598-9818-256a0ff259cd<TURN>12	yes	O	confirmation
7533e6c3-2548-4598-9818-256a0ff259cd	14	<CONV>7533e6c3-2548-4598-9818-256a0ff259cd<TURN>14	ok	O	confirmation
b1d0bfac-166a-415f-9659-17ab0239698f	0	<CONV>b1d0bfac-166a-415f-9659-17ab0239698f<TURN>0	hi	O	openinggreeting
b1d0bfac-166a-415f-9659-17ab0239698f	1	<CONV>b1d0bfac-166a-415f-9659-17ab0239698f<TURN>1	i want cable cable connection	O O O O O	startserviceintent
b1d0bfac-166a-415f-9659-17ab0239698f	3	<CONV>b1d0bfac-166a-415f-9659-17ab0239698f<TURN>3	chennai 625007	current_city current_zipcode	contentonly
b1d0bfac-166a-415f-9659-17ab0239698f	5	<CONV>b1d0bfac-166a-415f-9659-17ab0239698f<TURN>5	5 gb	datacategoryvalues datacategoryvalues	contentonly
b1d0bfac-166a-415f-9659-17ab0239698f	7	<CONV>b1d0bfac-166a-415f-9659-17ab0239698f<TURN>7	ok	O	confirmation
b1d0bfac-166a-415f-9659-17ab0239698f	9	<CONV>b1d0bfac-166a-415f-9659-17ab0239698f<TURN>9	nothing	O	rejection
d8d1ba6c-ed77-4866-8ced-052a4ea5de17	0	<CONV>d8d1ba6c-ed77-4866-8ced-052a4ea5de17<TURN>0	hi	O	openinggreeting
d8d1ba6c-ed77-4866-8ced-052a4ea5de17	2	<CONV>d8d1ba6c-ed77-4866-8ced-052a4ea5de17<TURN>2	10 gb cable service provide to home	datacategoryvalues datacategoryvalues O O O O O	contentonly
d8d1ba6c-ed77-4866-8ced-052a4ea5de17	4	<CONV>d8d1ba6c-ed77-4866-8ced-052a4ea5de17<TURN>4	california and 90001	current_city O current_zipcode	contentonly
d8d1ba6c-ed77-4866-8ced-052a4ea5de17	8	<CONV>d8d1ba6c-ed77-4866-8ced-052a4ea5de17<TURN>8	internet phone service what price for 1 gb 5 gb	O O O O O O datacategoryvalues datacategoryvalues datacategoryvalues datacategoryvalues	getinformationintent
d8d1ba6c-ed77-4866-8ced-052a4ea5de17	11	<CONV>d8d1ba6c-ed77-4866-8ced-052a4ea5de17<TURN>11	10 gb please provide	datacategoryvalues datacategoryvalues O O	contentonly
d8d1ba6c-ed77-4866-8ced-052a4ea5de17	13	<CONV>d8d1ba6c-ed77-4866-8ced-052a4ea5de17<TURN>13	yes	O	confirmation
d8d1ba6c-ed77-4866-8ced-052a4ea5de17	15	<CONV>d8d1ba6c-ed77-4866-8ced-052a4ea5de17<TURN>15	ok	O	confirmation
d8d1ba6c-ed77-4866-8ced-052a4ea5de17	18	<CONV>d8d1ba6c-ed77-4866-8ced-052a4ea5de17<TURN>18	yes	O	confirmation
d8d1ba6c-ed77-4866-8ced-052a4ea5de17	20	<CONV>d8d1ba6c-ed77-4866-8ced-052a4ea5de17<TURN>20	no thanks	O O	rejection
d8d1ba6c-ed77-4866-8ced-052a4ea5de17	22	<CONV>d8d1ba6c-ed77-4866-8ced-052a4ea5de17<TURN>22	ok	O	confirmation
583cbddc-c581-4028-8af1-c562e5987c0d	0	<CONV>583cbddc-c581-4028-8af1-c562e5987c0d<TURN>0	i need internet	O O service_type	startserviceintent
583cbddc-c581-4028-8af1-c562e5987c0d	3	<CONV>583cbddc-c581-4028-8af1-c562e5987c0d<TURN>3	yes	O	confirmation
583cbddc-c581-4028-8af1-c562e5987c0d	5	<CONV>583cbddc-c581-4028-8af1-c562e5987c0d<TURN>5	i need internet	O O service_type	startserviceintent
583cbddc-c581-4028-8af1-c562e5987c0d	7	<CONV>583cbddc-c581-4028-8af1-c562e5987c0d<TURN>7	5	datacategoryvalues	contentonly
583cbddc-c581-4028-8af1-c562e5987c0d	9	<CONV>583cbddc-c581-4028-8af1-c562e5987c0d<TURN>9	ok	O	confirmation
583cbddc-c581-4028-8af1-c562e5987c0d	11	<CONV>583cbddc-c581-4028-8af1-c562e5987c0d<TURN>11	ok	O	confirmation
e62ca44c-3a0e-4773-b3ef-ce52f58f9aa9	1	<CONV>e62ca44c-3a0e-4773-b3ef-ce52f58f9aa9<TURN>1	i need internet	O O service_type	startserviceintent
e62ca44c-3a0e-4773-b3ef-ce52f58f9aa9	3	<CONV>e62ca44c-3a0e-4773-b3ef-ce52f58f9aa9<TURN>3	city osur zip 56999	O current_city O current_zipcode	contentonly
e62ca44c-3a0e-4773-b3ef-ce52f58f9aa9	7	<CONV>e62ca44c-3a0e-4773-b3ef-ce52f58f9aa9<TURN>7	yes sure	O O	confirmation
e62ca44c-3a0e-4773-b3ef-ce52f58f9aa9	9	<CONV>e62ca44c-3a0e-4773-b3ef-ce52f58f9aa9<TURN>9	no more queries here	O O O O	rejection
164f56e7-92c1-4395-b51e-fa57b46c56d9	1	<CONV>164f56e7-92c1-4395-b51e-fa57b46c56d9<TURN>1	hi im looking for a new service	O O O O O O O	startserviceintent
164f56e7-92c1-4395-b51e-fa57b46c56d9	3	<CONV>164f56e7-92c1-4395-b51e-fa57b46c56d9<TURN>3	edinburg 84655	current_city current_zipcode	contentonly
164f56e7-92c1-4395-b51e-fa57b46c56d9	5	<CONV>164f56e7-92c1-4395-b51e-fa57b46c56d9<TURN>5	internet service 5 gb	service_type O datacategoryvalues datacategoryvalues	contentonly
164f56e7-92c1-4395-b51e-fa57b46c56d9	7	<CONV>164f56e7-92c1-4395-b51e-fa57b46c56d9<TURN>7	yes	O	confirmation
164f56e7-92c1-4395-b51e-fa57b46c56d9	9	<CONV>164f56e7-92c1-4395-b51e-fa57b46c56d9<TURN>9	nope thanks	O O	rejection
0380942b-6b64-4d61-b72b-c5bd8efa4c88	0	<CONV>0380942b-6b64-4d61-b72b-c5bd8efa4c88<TURN>0	hello	O	openinggreeting
0380942b-6b64-4d61-b72b-c5bd8efa4c88	2	<CONV>0380942b-6b64-4d61-b72b-c5bd8efa4c88<TURN>2	good morning help me in selecting a new service	O O O O O O O O O	startserviceintent
0380942b-6b64-4d61-b72b-c5bd8efa4c88	4	<CONV>0380942b-6b64-4d61-b72b-c5bd8efa4c88<TURN>4	phone service	service_type O	startserviceintent
0380942b-6b64-4d61-b72b-c5bd8efa4c88	6	<CONV>0380942b-6b64-4d61-b72b-c5bd8efa4c88<TURN>6	sure orlando 32832	O O current_zipcode	contentonly
0380942b-6b64-4d61-b72b-c5bd8efa4c88	8	<CONV>0380942b-6b64-4d61-b72b-c5bd8efa4c88<TURN>8	i want 1 gb plan	O O datacategoryvalues datacategoryvalues O	startserviceintent
0380942b-6b64-4d61-b72b-c5bd8efa4c88	10	<CONV>0380942b-6b64-4d61-b72b-c5bd8efa4c88<TURN>10	thank you for helping	O O O O	thankyou
0380942b-6b64-4d61-b72b-c5bd8efa4c88	12	<CONV>0380942b-6b64-4d61-b72b-c5bd8efa4c88<TURN>12	any plans below that rate available for me	O O O O O O O O	getinformationintent
0380942b-6b64-4d61-b72b-c5bd8efa4c88	14	<CONV>0380942b-6b64-4d61-b72b-c5bd8efa4c88<TURN>14	no problem please continue	O O O O	confirmation
0380942b-6b64-4d61-b72b-c5bd8efa4c88	16	<CONV>0380942b-6b64-4d61-b72b-c5bd8efa4c88<TURN>16	sure	O	confirmation
